Rank,Stock,Price,Change,ChangePercent,NetSell
1,6770 力積電,84.60,-1.30,-1.51%,"-145,322"
2,2618 長榮航,37.70,+ 0.45,+1.21%,"-101,447"
3,2880 華南金,36.40,+ 2.35,+6.90%,"-99,262"
4,2409 友達,28.75,+ 2.60,+9.94%,"-93,669"
5,3481 群創,59.40,+ 3.20,+5.69%,"-79,761"
6,00919 群益台灣精選高息,30.78,+ 0.48,+1.58%,"-77,969"
7,0050 元大台灣50,107.60,+ 1.90,+1.80%,"-54,813"
8,2344 華邦電,177.50,-7.00,-3.79%,"-43,373"
9,009820元大納斯達克精選,10.89,+ 0.05,+0.46%,"-41,806"
10,2382 廣達,417.00,+ 16.50,+4.12%,"-41,396"
11,2313 華通,266.50,-4.00,-1.48%,"-38,045"
12,00918 大華優利高填息30,31.73,+ 0.32,+1.02%,"-37,743"
13,2883 凱基金,25.70,+ 2.30,+9.83%,"-33,274"
14,2105 正新,34.55,+ 0.55,+1.62%,"-33,134"
15,1504 東元,83.00,+ 7.50,+9.93%,"-29,445"
16,4938 和碩,98.50,+ 0.70,+0.72%,"-22,194"
17,2891 中信金,70.50,+ 6.40,+9.98%,"-21,657"
18,8150 南茂,95.80,-2.80,-2.84%,"-20,317"
19,2347 聯強,91.10,-0.40,-0.44%,"-18,738"
20,2002 中鋼,19.40,+ 0.45,+2.37%,"-17,761"
21,2355 敬鵬,59.30,-0.80,-1.33%,"-17,173"
22,2356 英業達,85.40,+ 4.80,+5.96%,"-16,326"
23,1216 統一,73.30,-0.90,-1.21%,"-16,191"
24,00631L元大台灣50正2,39.22,+ 1.31,+3.46%,"-15,475"
25,2542 興富發,43.00,+ 0.55,+1.30%,"-14,765"
26,2855 統一證,54.30,+ 4.85,+9.81%,"-14,255"
27,1802 台玻,71.80,+ 0.80,+1.13%,"-14,041"
28,00991A主動復華未來50,19.99,+ 0.18,+0.91%,"-13,218"
29,8039 台虹,150.50,+ 3.50,+2.38%,"-12,628"
30,2603 長榮,237.00,+ 6.00,+2.60%,"-11,966"
31,00988A主動統一全球創新,22.66,+ 0.96,+4.42%,"-11,871"
32,3714 富采,70.00,+ 0.80,+1.16%,"-11,674"
33,2886 兆豐金,41.65,-0.05,-0.12%,"-11,617"
34,2912 統一超,239.00,+ 6.00,+2.58%,"-11,118"
35,00990A主動元大AI新經濟,21.11,+ 0.94,+4.66%,"-11,118"
36,2369 菱生,35.50,-1.15,-3.14%,"-11,046"
37,5871 中租-KY,117.50,+ 3.00,+2.62%,"-10,860"
38,1717 長興,78.10,-0.60,-0.76%,"-10,524"
39,3673 TPK-KY,94.00,+ 2.00,+2.17%,"-10,499"
40,1210 大成,53.70,+ 0.90,+1.70%,"-10,318"
41,1102 亞泥,34.20,+ 0.40,+1.18%,"-10,173"
42,00935 野村臺灣新科技50,62.65,+ 0.65,+1.05%,"-9,764"
43,2489 瑞軒,50.10,+ 2.30,+4.81%,"-9,502"
44,2367 燿華,65.20,-0.60,-0.91%,"-9,425"
45,0052 富邦科技,63.60,+ 0.90,+1.44%,"-8,650"
46,9910 豐泰,82.50,+ 3.50,+4.43%,"-8,519"
47,8105 凌巨,20.60,-0.60,-2.83%,"-8,343"
48,2801 彰銀,21.10,+ 0.50,+2.43%,"-8,282"
49,9904 寶成,26.50,+ 0.40,+1.53%,"-8,027"
50,4927 泰鼎-KY,52.00,-0.60,-1.14%,"-7,110"
