Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.64,+ 0.06,+0.57%,"225,307"
2,6770 力積電,70.80,+ 3.20,+4.73%,"224,402"
3,00878 國泰永續高股息,29.62,+ 0.14,+0.47%,"167,888"
4,2344 華邦電,141.00,+ 12.50,+9.73%,"151,935"
5,2312 金寶,40.00,+ 3.60,+9.89%,"114,823"
6,2324 仁寶,33.60,-1.05,-3.03%,"106,768"
7,2891 中信金,57.60,+ 0.30,+0.52%,"99,219"
8,2882 國泰金,83.10,+ 1.60,+1.96%,"98,436"
9,00981A主動統一台股增長,31.49,-0.12,-0.38%,"94,339"
10,2317 鴻海,259.00,-2.00,-0.77%,"93,430"
11,00982A主動群益台灣強棒,24.06,+ 0.34,+1.43%,"92,144"
12,00992A主動群益科技創新,18.92,+ 0.07,+0.37%,"84,373"
13,2881 富邦金,103.50,+ 5.80,+5.94%,"81,948"
14,2303 聯電,130.50,+ 5.50,+4.40%,"78,707"
15,1802 台玻,72.20,-1.70,-2.30%,"76,543"
16,00999A主動野村臺灣高息,10.66,+ 0.01,+0.09%,"68,444"
17,3231 緯創,146.00,-3.00,-2.01%,"64,029"
18,6282 康舒,62.40,-0.70,-1.11%,"63,133"
19,00919 群益台灣精選高息,27.93,+ 0.46,+1.67%,"57,520"
20,0056 元大高股息,48.32,-0.03,-0.06%,"57,277"
21,00891 中信關鍵半導體,35.11,+ 0.02,+0.06%,"56,871"
22,00929 復華台灣科技優息,29.21,+ 0.41,+1.42%,"51,754"
23,1717 長興,83.00,+ 0.80,+0.97%,"50,176"
24,1303 南亞,90.80,+ 3.70,+4.25%,"48,740"
25,1605 華新,37.15,-0.80,-2.11%,"46,988"
26,2027 大成鋼,41.35,-2.45,-5.59%,"44,797"
27,009820元大納斯達克精選,10.28,-0.07,-0.68%,"41,068"
28,2337 旺宏,160.50,+ 8.00,+5.25%,"40,741"
29,2885 元大金,57.30,+ 1.20,+2.14%,"37,337"
30,2489 瑞軒,51.70,-4.80,-8.50%,"36,128"
31,00631L元大台灣50正2,34.40,-0.16,-0.46%,"33,326"
32,9105 泰金寶-DR,8.16,+ 0.74,+9.97%,"32,271"
33,00400A主動國泰動能高息,14.65,+ 0.08,+0.55%,"31,863"
34,2369 菱生,37.70,+ 3.40,+9.91%,"31,174"
35,009816凱基台灣TOP50,14.76,0.00,0.00%,"29,854"
36,2449 京元電子,338.50,+ 21.50,+6.78%,"29,427"
37,00991A主動復華未來50,19.33,+ 0.06,+0.31%,"28,088"
38,00900 富邦特選高股息30,18.10,-0.01,-0.06%,"24,944"
39,4927 泰鼎-KY,61.20,-0.70,-1.13%,"23,222"
40,2609 陽明,52.00,+ 0.20,+0.39%,"22,552"
41,00980A主動野村臺灣優選,24.24,+ 0.27,+1.13%,"22,192"
42,2603 長榮,211.50,-2.50,-1.17%,"21,490"
43,2313 華通,284.50,-14.00,-4.69%,"21,413"
44,3037 欣興,"1,085.00",+ 95.00,+9.60%,"21,295"
45,00940 元大台灣價值高息,11.76,+ 0.03,+0.26%,"21,145"
46,00927 群益半導體收益,39.46,+ 0.46,+1.18%,"20,865"
47,2409 友達,22.00,-2.40,-9.84%,"20,138"
48,1409 新纖,17.65,+ 0.05,+0.28%,"19,710"
49,6116 彩晶,13.65,+ 0.65,+5.00%,"19,189"
50,0052 富邦科技,59.25,-0.35,-0.59%,"18,974"
