Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2327 國巨*,950.00,+ 10.00,+1.06%,"77,521,232","39,412,890","38,108,342"
2,2344 華邦電,197.00,+ 8.00,+4.23%,"69,881,486","42,292,264","27,589,222"
3,2408 南亞科,425.00,+ 29.50,+7.46%,"71,330,096","51,911,168","19,418,928"
4,2330 台積電,"2,400.00",+ 25.00,+1.05%,"88,421,095","71,454,258","16,966,837"
5,6770 力積電,71.00,-2.30,-3.14%,"21,658,016","6,278,059","15,379,957"
6,3026 禾伸堂,815.00,-25.00,-2.98%,"16,557,800","2,178,289","14,379,510"
7,3443 創意,"4,920.00",+ 105.00,+2.18%,"16,132,499","6,003,937","10,128,561"
8,3090 日電貿,275.00,-6.50,-2.31%,"10,515,768","3,883,975","6,631,793"
9,8046 南電,902.00,+ 42.00,+4.88%,"14,986,859","8,604,681","6,382,177"
10,2375 凱美,181.50,-8.00,-4.22%,"7,613,112","2,547,154","5,065,958"
11,4919 新唐,183.00,-10.00,-5.18%,"5,730,288","1,510,010","4,220,277"
12,6669 緯穎,"4,880.00",-20.00,-0.41%,"8,987,423","4,955,727","4,031,696"
13,3037 欣興,981.00,+ 21.00,+2.19%,"19,708,659","15,714,632","3,994,026"
14,3189 景碩,642.00,-18.00,-2.73%,"17,556,950","13,714,532","3,842,417"
15,3450 聯鈞,499.50,-7.50,-1.48%,"6,044,616","2,750,889","3,293,726"
16,2882 國泰金,109.50,+ 5.50,+5.29%,"5,876,067","2,639,283","3,236,784"
17,1303 南亞,115.00,-2.00,-1.71%,"12,747,415","9,778,186","2,969,229"
18,6451 訊芯-KY,549.00,+ 25.00,+4.77%,"4,777,848","1,809,566","2,968,281"
19,8996 高力,"1,380.00",+ 125.00,+9.96%,"4,741,626","1,793,746","2,947,879"
20,2337 旺宏,166.50,+ 7.50,+4.72%,"7,078,567","4,326,592","2,751,974"
21,6209 今國光,95.30,+ 8.60,+9.92%,"4,581,117","1,935,199","2,645,917"
22,2603 長榮,220.50,-4.00,-1.78%,"7,149,304","4,650,978","2,498,325"
23,3481 群創,53.30,+ 1.90,+3.70%,"7,503,263","5,079,695","2,423,567"
24,3016 嘉晶,119.50,-5.50,-4.40%,"3,683,858","1,265,529","2,418,329"
25,3019 亞光,164.00,+ 6.00,+3.80%,"4,941,401","2,624,281","2,317,120"
26,2492 華新科,494.00,+ 44.50,+9.90%,"3,378,044","1,156,395","2,221,648"
27,3044 健鼎,546.00,+ 26.00,+5.00%,"3,983,324","1,781,954","2,201,370"
28,3406 玉晶光,744.00,+ 16.00,+2.20%,"5,824,538","3,681,406","2,143,131"
29,3017 奇鋐,"2,370.00",-40.00,-1.66%,"7,242,860","5,135,902","2,106,957"
30,3167 大量,800.00,-39.00,-4.65%,"4,706,410","2,671,772","2,034,638"
31,2489 瑞軒,45.90,+ 0.90,+2.00%,"3,077,516","1,059,046","2,018,470"
32,6449 鈺邦,418.50,-44.50,-9.61%,"2,432,728","442,588","1,990,139"
33,2881 富邦金,132.00,+ 4.50,+3.53%,"5,267,232","3,284,634","1,982,598"
34,2493 揚博,250.00,+ 22.50,+9.89%,"2,015,884","161,964","1,853,919"
35,6139 亞翔,812.00,-73.00,-8.25%,"8,168,530","6,467,768","1,700,761"
36,2426 鼎元,68.90,-5.90,-7.89%,"2,306,736","683,814","1,622,922"
37,6155 鈞寶,87.60,-2.60,-2.88%,"3,200,063","1,656,540","1,543,523"
38,2883 凱基金,29.70,+ 0.90,+3.13%,"3,768,918","2,333,391","1,435,526"
39,2455 全新,405.50,+ 36.50,+9.89%,"7,152,713","5,815,789","1,336,923"
40,2478 大毅,207.00,+ 18.50,+9.81%,"3,320,057","1,993,715","1,326,341"
41,2360 致茂,"2,325.00",+ 60.00,+2.65%,"5,807,120","4,582,165","1,224,955"
42,2379 瑞昱,678.00,+ 44.00,+6.94%,"2,807,458","1,613,305","1,194,153"
43,8028 昇陽半導體,314.00,-4.50,-1.41%,"3,153,645","1,962,311","1,191,333"
44,6531 愛普*,924.00,-7.00,-0.75%,"3,637,265","2,618,305","1,018,959"
45,7769 鴻勁,"7,360.00",+ 155.00,+2.15%,"4,330,360","3,351,138","979,222"
46,2027 大成鋼,41.70,-1.95,-4.47%,"1,446,104","477,750","968,353"
47,8110 華東,58.40,+ 0.90,+1.57%,"1,557,184","641,591","915,593"
48,2340 台亞,39.10,+ 2.50,+6.83%,"1,068,227","245,100","823,126"
49,00918 大華優利高填息30,32.12,+ 0.24,+0.75%,"3,277,945","2,467,888","810,056"
50,2606 裕民,61.10,-3.30,-5.12%,"1,407,286","610,229","797,057"
