Rank,Stock,Price,Change,ChangePercent,NetBuy
1,6770 力積電,78.40,+ 3.50,+4.67%,"320,114"
2,00403A主動統一升級50,10.32,+ 0.02,+0.19%,"218,871"
3,00981A主動統一台股增長,30.22,+ 0.27,+0.90%,"191,734"
4,2324 仁寶,43.20,+ 3.90,+9.92%,"111,332"
5,0050 元大台灣50,106.40,-0.30,-0.28%,"94,919"
6,00407A主動凱基台灣,9.92,+ 0.09,+0.92%,"87,065"
7,1605 華新,39.05,-0.25,-0.64%,"78,595"
8,2344 華邦電,183.50,+ 6.50,+3.67%,"75,513"
9,2356 英業達,69.90,+ 1.10,+1.60%,"47,309"
10,2892 第一金,33.35,+ 0.20,+0.60%,"44,281"
11,00919 群益台灣精選高息,30.57,+ 0.16,+0.53%,"42,436"
12,009816凱基台灣TOP50,15.49,-0.03,-0.19%,"39,087"
13,00991A主動復華未來50,18.24,+ 0.05,+0.27%,"38,055"
14,00992A主動群益科技創新,17.91,+ 0.13,+0.73%,"36,107"
15,2027 大成鋼,47.60,-2.80,-5.56%,"33,784"
16,2408 南亞科,512.00,-2.00,-0.39%,"33,166"
17,2887 台新新光金,37.75,+ 1.55,+4.28%,"32,918"
18,00631L元大台灣50正2,35.69,-0.60,-1.65%,"30,852"
19,00400A主動國泰動能高息,14.79,+ 0.06,+0.41%,"30,242"
20,2337 旺宏,137.00,+ 0.50,+0.37%,"30,135"
21,4938 和碩,94.80,0.00,0.00%,"30,058"
22,2353 宏碁,32.30,+ 0.75,+2.38%,"29,819"
23,8112 至上,95.80,-2.00,-2.04%,"26,979"
24,00405A主動富邦台灣龍耀,8.66,+ 0.04,+0.46%,"25,803"
25,0056 元大高股息,53.40,+ 0.40,+0.75%,"24,733"
26,2615 萬海,90.60,+ 3.10,+3.54%,"21,402"
27,1301 台塑,60.00,+ 2.50,+4.35%,"20,804"
28,1216 統一,75.80,-0.50,-0.66%,"18,512"
29,3231 緯創,193.50,-3.50,-1.78%,"18,221"
30,2376 技嘉,397.50,+ 4.00,+1.02%,"17,222"
31,2634 漢翔,70.60,+ 6.40,+9.97%,"16,231"
32,3706 神達,92.70,+ 1.00,+1.09%,"15,950"
33,1717 長興,71.70,-6.50,-8.31%,"15,367"
34,9904 寶成,25.25,+ 1.35,+5.65%,"15,110"
35,1513 中興電,170.00,-1.00,-0.58%,"14,663"
36,009821野村稀土關鍵資源,14.76,-0.22,-1.47%,"14,385"
37,1504 東元,70.60,+ 0.20,+0.28%,"13,805"
38,00988A主動統一全球創新,17.37,-0.29,-1.64%,"13,562"
39,2603 長榮,219.00,+ 3.50,+1.62%,"13,422"
40,1402 遠東新,27.10,+ 0.15,+0.56%,"13,028"
41,2303 聯電,121.00,-3.50,-2.81%,"12,681"
42,0052 富邦科技,61.95,-0.45,-0.72%,"12,572"
43,9105 泰金寶-DR,8.61,+ 0.31,+3.73%,"12,499"
44,2354 鴻準,62.50,-0.30,-0.48%,"12,299"
45,2377 微星,159.00,-9.00,-5.36%,"11,852"
46,00997A主動群益美國增長,11.73,-0.03,-0.26%,"11,808"
47,9945 潤泰新,29.80,+ 2.70,+9.96%,"11,118"
48,2883 凱基金,31.65,+ 0.15,+0.48%,"11,012"
49,2867 三商壽,9.75,+ 0.13,+1.35%,"10,782"
50,3576 聯合再生,17.75,-0.15,-0.84%,"10,679"
