Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.66,-0.06,-0.62%,"-1,812,134"
2,00981A主動統一台股增長,27.23,-0.26,-0.95%,"-700,528"
3,0050 元大台灣50,92.50,-0.60,-0.64%,"-364,513"
4,2002 中鋼,18.10,-0.10,-0.55%,"-349,800"
5,00991A主動復華未來50,16.93,-0.15,-0.88%,"-173,961"
6,2330 台積電,"2,185.00",-20.00,-0.91%,"-144,975"
7,1101 台泥,24.15,-0.05,-0.21%,"-141,108"
8,2834 臺企銀,16.05,0.00,0.00%,"-136,010"
9,1802 台玻,63.90,-1.40,-2.14%,"-129,784"
10,2801 彰銀,20.35,-0.15,-0.73%,"-120,622"
11,2812 台中銀,18.90,-0.25,-1.31%,"-110,693"
12,009816凱基台灣TOP50,13.34,-0.07,-0.52%,"-106,158"
13,9904 寶成,25.65,-0.45,-1.72%,"-105,521"
14,5880 合庫金,22.70,-0.10,-0.44%,"-102,754"
15,2618 長榮航,34.30,-0.15,-0.44%,"-98,902"
16,00999A主動野村臺灣高息,9.99,-0.04,-0.40%,"-93,227"
17,00631L元大台灣50正2,29.51,-0.42,-1.40%,"-75,093"
18,6770 力積電,57.80,-0.70,-1.20%,"-74,618"
19,00988A主動統一全球創新,18.22,-0.06,-0.33%,"-65,497"
20,2845 遠東銀,11.95,-0.10,-0.83%,"-55,081"
21,2105 正新,32.05,-0.35,-1.08%,"-49,603"
22,00992A主動群益科技創新,16.68,-0.07,-0.42%,"-48,702"
23,2449 京元電子,277.50,-11.50,-3.98%,"-47,461"
24,1717 長興,72.70,-1.80,-2.42%,"-46,567"
25,2371 大同,28.05,-0.35,-1.23%,"-45,330"
26,2885 元大金,55.10,+ 0.40,+0.73%,"-43,942"
27,3711 日月光投控,476.00,+ 4.00,+0.85%,"-42,585"
28,4938 和碩,77.20,+ 0.30,+0.39%,"-42,346"
29,00982A主動群益台灣強棒,21.06,-0.19,-0.89%,"-42,252"
30,2892 第一金,27.75,-1.25,-4.31%,"-40,896"
31,2610 華航,18.20,-0.20,-1.09%,"-38,717"
32,00891 中信關鍵半導體,31.22,-0.08,-0.26%,"-37,372"
33,2354 鴻準,57.50,-0.20,-0.35%,"-37,155"
34,8112 至上,84.00,+ 0.40,+0.48%,"-37,052"
35,9907 統一實,15.90,-0.10,-0.63%,"-35,574"
36,2353 宏碁,27.45,-0.30,-1.08%,"-35,076"
37,2382 廣達,290.00,0.00,0.00%,"-33,892"
38,1504 東元,69.00,+ 1.10,+1.62%,"-32,863"
39,2609 陽明,50.30,+ 0.80,+1.62%,"-31,523"
40,00400A主動國泰動能高息,12.72,+ 0.02,+0.16%,"-29,805"
41,2633 台灣高鐵,25.85,-0.10,-0.39%,"-29,502"
42,3036 文曄,279.00,+ 14.00,+5.28%,"-29,486"
43,00753L中信中國50正2,10.17,-0.08,-0.78%,"-27,634"
44,2377 微星,109.50,-2.00,-1.79%,"-27,382"
45,6176 瑞儀,104.50,+ 2.50,+2.45%,"-25,295"
46,4958 臻鼎-KY,439.00,+ 30.50,+7.47%,"-24,778"
47,2329 華泰,51.40,+ 0.10,+0.19%,"-24,188"
48,3037 欣興,823.00,+ 5.00,+0.61%,"-24,103"
49,2324 仁寶,27.60,-0.20,-0.72%,"-24,037"
50,6278 台表科,203.00,-12.50,-5.80%,"-23,754"
