Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00632R元大台灣50反1,9.95,-0.04,-0.40%,"75,729","195,881","-120,151"
2,00406A主動中信台灣收益,9.70,+ 0.04,+0.41%,"73,002","186,621","-113,618"
3,2303 聯電,118.50,-5.00,-4.05%,"23,522","90,010","-66,488"
4,00712 復華富時不動產,8.75,-0.09,-1.02%,"17,994","76,237","-58,242"
5,00953B群益優選非投等債,9.68,-0.02,-0.21%,"18,991","52,542","-33,550"
6,00984D主動聯博全球非投,10.04,-0.03,-0.30%,"11,891","36,506","-24,614"
7,2609 陽明,57.90,+ 0.30,+0.52%,"27,889","52,299","-24,410"
8,1101 台泥,24.10,-0.20,-0.82%,"15,211","38,879","-23,668"
9,2324 仁寶,39.75,-1.20,-2.93%,"22,194","44,297","-22,102"
10,00919 群益台灣精選高息,31.31,+ 0.10,+0.32%,"19,719","37,283","-17,564"
11,2489 瑞軒,40.05,-1.45,-3.49%,"8,506","25,504","-16,998"
12,3481 群創,46.25,-0.15,-0.32%,"12,407","26,722","-14,314"
13,3702 大聯大,101.50,-3.00,-2.87%,"9,761","22,421","-12,659"
14,00664R國泰臺灣加權反1,1.62,+ 0.01,+0.62%,"16,017","27,286","-11,269"
15,2892 第一金,33.35,-0.05,-0.15%,"36,270","46,205","-9,935"
16,6239 力成,277.00,-9.00,-3.15%,"8,298","17,475","-9,177"
17,2484 希華,76.60,-0.10,-0.13%,"3,634","12,502","-8,867"
18,009826貝萊德世界股票,10.16,0.00,0.00%,"10,062","18,582","-8,520"
19,2886 兆豐金,46.15,-0.45,-0.97%,"19,891","27,661","-7,769"
20,1402 遠東新,28.40,-0.15,-0.53%,"4,344","11,737","-7,392"
21,2834 臺企銀,16.35,-0.10,-0.61%,"25,014","32,145","-7,130"
22,1709 和益,34.15,-2.95,-7.95%,"9,798","15,845","-6,046"
23,00961 FT臺灣永續高息,13.17,+ 0.01,+0.08%,"7,381","13,348","-5,967"
24,2327 國巨*,555.00,+ 18.00,+3.35%,"5,630","11,592","-5,962"
25,9904 寶成,24.80,-0.25,-1.00%,"8,228","14,121","-5,892"
26,009829大華韓國KOSPI50,10.54,+ 0.12,+1.15%,"15,553","21,402","-5,849"
27,2605 新興,34.40,-0.45,-1.29%,"3,873","9,281","-5,408"
28,00985B群益ESG投等債0-5,10.21,-0.05,-0.49%,"8,160","13,191","-5,030"
29,2845 遠東銀,13.45,0.00,0.00%,"8,918","13,783","-4,865"
30,3036 文曄,193.00,-3.50,-1.78%,"3,326","8,050","-4,724"
31,8112 至上,92.20,-0.90,-0.97%,"2,588","7,226","-4,638"
32,2891 中信金,63.80,-0.80,-1.24%,"20,548","25,166","-4,617"
33,3049 精金,12.70,-0.65,-4.87%,"4,177","8,741","-4,563"
34,2603 長榮,232.50,+ 1.50,+0.65%,"15,438","19,956","-4,518"
35,2884 玉山金,38.55,-0.15,-0.39%,"24,101","28,573","-4,471"
36,2409 友達,25.25,-0.25,-0.98%,"13,694","18,142","-4,448"
37,00686R群益臺灣加權反1,0.99,0.00,0.00%,"9,321","13,655","-4,333"
38,009805台新美國電力基建,15.41,+ 0.23,+1.52%,"4,727","9,033","-4,305"
39,00676R富邦臺灣加權反1,5.50,-0.03,-0.54%,"6,942","11,071","-4,129"
40,6213 聯茂,563.00,-20.00,-3.43%,"8,083","11,817","-3,734"
41,00830 國泰費城半導體,83.65,+ 1.45,+1.76%,"6,536","10,122","-3,585"
42,00918 大華優利高填息30,34.12,-0.06,-0.18%,"5,303","8,321","-3,018"
43,6919 康霈*,103.00,-3.00,-2.83%,"3,094","6,105","-3,011"
44,2436 偉詮電,67.40,+ 3.10,+4.82%,"2,417","5,420","-3,003"
45,5608 四維航,16.90,-0.15,-0.88%,"4,543","7,402","-2,858"
46,4906 正文,37.20,-0.10,-0.27%,"4,567","7,196","-2,629"
47,3033 威健,45.20,-0.20,-0.44%,"1,514","4,022","-2,507"
48,3605 宏致,119.50,+ 7.50,+6.70%,"3,446","5,923","-2,476"
49,2412 中華電,135.50,-0.50,-0.37%,"4,716","7,097","-2,381"
50,00865B國泰US短期公債,48.68,-0.18,-0.37%,"2,405","4,708","-2,302"
