Rank,Stock,Price,Change,ChangePercent,NetSell
1,2883 凱基金,30.10,-0.25,-0.82%,"-588,085"
2,3481 群創,66.00,0.00,0.00%,"-531,620"
3,0050 元大台灣50,110.10,-1.05,-0.94%,"-461,878"
4,2409 友達,29.05,-1.90,-6.14%,"-358,966"
5,2880 華南金,37.55,-0.05,-0.13%,"-312,719"
6,2382 廣達,372.50,-7.50,-1.97%,"-206,952"
7,2105 正新,29.30,-0.75,-2.50%,"-155,945"
8,1402 遠東新,28.65,-0.15,-0.52%,"-142,779"
9,2886 兆豐金,45.20,+ 0.45,+1.01%,"-142,592"
10,2324 仁寶,36.55,-0.95,-2.53%,"-137,443"
11,1101 台泥,24.15,-0.20,-0.82%,"-131,471"
12,00991A主動復華未來50,20.56,-0.77,-3.61%,"-125,881"
13,6116 彩晶,19.00,-0.95,-4.76%,"-108,971"
14,00988A主動統一全球創新,22.91,-0.82,-3.46%,"-104,553"
15,9904 寶成,26.00,-0.10,-0.38%,"-100,316"
16,2855 統一證,50.60,+ 0.70,+1.40%,"-99,326"
17,2313 華通,243.00,-16.50,-6.36%,"-95,265"
18,1504 東元,72.20,0.00,0.00%,"-93,573"
19,4938 和碩,80.40,-1.60,-1.95%,"-91,420"
20,4904 遠傳,107.00,-1.00,-0.93%,"-85,128"
21,2603 長榮,189.00,-4.00,-2.07%,"-80,079"
22,6770 力積電,78.60,-3.00,-3.68%,"-79,467"
23,2344 華邦電,211.50,-10.50,-4.73%,"-78,593"
24,2633 台灣高鐵,25.75,-0.20,-0.77%,"-77,049"
25,009816凱基台灣TOP50,15.97,-0.20,-1.24%,"-76,496"
26,2542 興富發,42.70,0.00,0.00%,"-74,020"
27,009820元大納斯達克精選,10.00,-0.18,-1.77%,"-72,525"
28,2327 國巨*,"1,020.00",-45.00,-4.23%,"-70,823"
29,1102 亞泥,35.70,-0.65,-1.79%,"-69,837"
30,5871 中租-KY,115.00,-3.00,-2.54%,"-64,814"
31,2347 聯強,90.20,-3.30,-3.53%,"-63,295"
32,1216 統一,75.10,+ 0.80,+1.08%,"-58,197"
33,2330 台積電,"2,490.00",-20.00,-0.80%,"-55,306"
34,2912 統一超,227.00,+ 6.00,+2.71%,"-54,952"
35,2356 英業達,66.10,-1.70,-2.51%,"-54,597"
36,2312 金寶,34.55,-0.70,-1.99%,"-44,641"
37,5876 上海商銀,41.80,+ 0.35,+0.84%,"-43,424"
38,2412 中華電,144.00,-0.50,-0.35%,"-42,327"
39,00935 野村臺灣新科技50,63.20,-1.00,-1.56%,"-39,847"
40,3231 緯創,158.50,-4.00,-2.46%,"-37,480"
41,1210 大成,54.60,-0.10,-0.18%,"-35,929"
42,9910 豐泰,71.40,+ 0.70,+0.99%,"-34,024"
43,2371 大同,27.70,-0.45,-1.60%,"-31,269"
44,00405A主動富邦台灣龍耀,9.51,-0.28,-2.86%,"-30,411"
45,4958 臻鼎-KY,587.00,-35.00,-5.63%,"-30,214"
46,3673 TPK-KY,82.20,-6.30,-7.12%,"-28,386"
47,1717 長興,71.70,-3.00,-4.02%,"-28,131"
48,4915 致伸,75.20,-1.10,-1.44%,"-24,963"
49,2618 長榮航,42.95,+ 1.30,+3.12%,"-24,860"
50,00631L元大台灣50正2,40.20,-1.12,-2.71%,"-23,935"
