Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2303 聯電,68.40,-7.50,-9.88%,"19,436,013","40,829,277","-21,393,264"
2,3189 景碩,229.50,-14.00,-5.75%,"9,099,487","15,923,955","-6,824,467"
3,2317 鴻海,224.00,-1.50,-0.67%,"12,688,518","18,150,589","-5,462,070"
4,6239 力成,255.50,-6.00,-2.29%,"6,157,659","11,058,598","-4,900,938"
5,1303 南亞,77.10,-3.40,-4.22%,"6,626,140","10,754,574","-4,128,433"
6,3481 群創,21.30,-1.00,-4.48%,"11,294,073","14,803,744","-3,509,671"
7,2363 矽統,55.30,-2.90,-4.98%,"1,044,560","4,467,991","-3,423,430"
8,2455 全新,171.00,-2.50,-1.44%,"1,433,455","4,424,110","-2,990,655"
9,2368 金像電,692.00,-28.00,-3.89%,"7,232,947","10,182,694","-2,949,747"
10,8110 華東,79.10,-2.30,-2.83%,"4,892,696","7,704,556","-2,811,860"
11,2327 國巨*,277.00,-8.50,-2.98%,"10,875,713","13,386,817","-2,511,103"
12,1513 中興電,178.00,-7.50,-4.04%,"2,656,425","5,015,069","-2,358,643"
13,2486 一詮,128.00,-3.00,-2.29%,"3,370,682","5,721,787","-2,351,104"
14,6515 穎崴,"3,900.00",-115.00,-2.86%,"2,615,105","4,876,554","-2,261,449"
15,6443 元晶,39.00,-2.15,-5.22%,"2,401,715","4,661,962","-2,260,247"
16,6669 緯穎,"3,720.00",+ 15.00,+0.40%,"6,050,993","8,189,119","-2,138,126"
17,3036 文曄,159.00,-6.00,-3.64%,"1,575,363","3,440,864","-1,865,501"
18,2441 超豐,91.90,-2.10,-2.23%,"1,599,799","3,226,968","-1,627,169"
19,1301 台塑,49.30,-2.00,-3.90%,"3,310,578","4,922,683","-1,612,104"
20,4967 十銓,249.50,-7.00,-2.73%,"5,963,291","7,487,725","-1,524,433"
21,4989 榮科,58.80,-4.20,-6.67%,"808,538","2,170,763","-1,362,225"
22,7769 鴻勁,"3,750.00",-40.00,-1.06%,"1,878,033","3,231,642","-1,353,608"
23,1514 亞力,132.50,-6.00,-4.33%,"1,557,439","2,906,800","-1,349,360"
24,2301 光寶科,167.00,-5.50,-3.19%,"3,544,009","4,855,131","-1,311,122"
25,2382 廣達,283.00,-4.00,-1.39%,"3,195,882","4,477,175","-1,281,292"
26,2606 裕民,62.60,-4.20,-6.29%,"1,248,830","2,463,800","-1,214,969"
27,3533 嘉澤,"1,460.00",-45.00,-2.99%,"1,691,037","2,723,314","-1,032,277"
28,6531 愛普*,443.00,+ 7.00,+1.61%,"2,008,678","3,023,208","-1,014,529"
29,6805 富世達,"1,485.00",-5.00,-0.34%,"3,236,861","4,239,516","-1,002,654"
30,2603 長榮,190.00,-2.00,-1.04%,"1,383,716","2,368,510","-984,793"
31,8210 勤誠,930.00,-18.00,-1.90%,"1,783,149","2,727,463","-944,313"
32,6209 今國光,68.60,-4.20,-5.77%,"1,044,239","1,949,992","-905,753"
33,6271 同欣電,144.50,-9.50,-6.17%,"1,288,751","2,124,164","-835,413"
34,3044 健鼎,387.00,-6.50,-1.65%,"2,016,931","2,756,607","-739,675"
35,2383 台光電,"1,790.00",-110.00,-5.79%,"7,798,309","8,537,506","-739,196"
36,3605 宏致,66.40,-2.90,-4.18%,"295,343","956,009","-660,666"
37,2637 慧洋-KY,71.20,-1.40,-1.93%,"220,260","867,142","-646,881"
38,6133 金橋,26.90,-2.05,-7.08%,"368,353","1,005,871","-637,518"
39,2351 順德,92.00,-4.20,-4.37%,"454,021","1,065,101","-611,079"
40,2419 仲琦,30.80,-1.55,-4.79%,"243,768","852,969","-609,200"
41,00637L元大滬深300正2,19.49,+ 0.14,+0.72%,"787,739","1,394,608","-606,868"
42,8131 福懋科,78.10,-3.20,-3.94%,"1,400,747","1,997,993","-597,245"
43,3030 德律,181.50,-0.50,-0.27%,"402,443","966,435","-563,991"
44,3715 定穎投控,143.00,-7.00,-4.67%,"5,517,627","6,060,436","-542,808"
45,2324 仁寶,31.80,-0.75,-2.30%,"842,205","1,364,313","-522,107"
46,2369 菱生,28.15,-0.70,-2.43%,"395,747","917,430","-521,683"
47,2492 華新科,140.50,-6.00,-4.10%,"2,199,648","2,699,832","-500,183"
48,2605 新興,29.55,-1.75,-5.59%,"1,009,992","1,484,965","-474,973"
49,4571 鈞興-KY,193.00,-9.50,-4.69%,"707,311","1,181,584","-474,272"
50,2409 友達,13.80,-0.30,-2.13%,"2,318,732","2,789,565","-470,832"
