Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,11.60,+ 0.18,+1.58%,"1,801,692","4,469,702","-2,668,010"
2,00403A主動統一升級50,10.10,+ 0.16,+1.61%,"2,747,602","4,381,899","-1,634,297"
3,0050 元大台灣50,105.20,+ 0.60,+0.57%,"1,107,738","2,312,401","-1,204,662"
4,009816凱基台灣TOP50,15.26,+ 0.10,+0.66%,"1,238,276","2,217,822","-979,545"
5,00991A主動復華未來50,17.79,+ 0.27,+1.54%,"1,545,878","2,506,214","-960,335"
6,00631L元大台灣50正2,35.45,+ 0.58,+1.66%,"1,375,185","2,199,727","-824,541"
7,00406A主動中信台灣收益,9.53,+ 0.13,+1.38%,"434,287","1,244,237","-809,950"
8,00405A主動富邦台灣龍耀,8.42,+ 0.27,+3.31%,"834,426","1,483,774","-649,348"
9,00981A主動統一台股增長,29.34,+ 0.61,+2.12%,"2,173,228","2,681,957","-508,728"
10,0056 元大高股息,52.70,+ 0.40,+0.76%,"485,864","975,537","-489,673"
11,00407A主動凱基台灣,9.66,+ 0.11,+1.15%,"686,718","1,108,348","-421,629"
12,00988A主動統一全球創新,16.76,+ 0.21,+1.27%,"468,684","890,236","-421,552"
13,00927 群益半導體收益,36.69,+ 0.26,+0.71%,"213,598","613,103","-399,504"
14,2303 聯電,123.00,0.00,0.00%,"949,460","1,278,178","-328,717"
15,2409 友達,26.25,+ 0.15,+0.57%,"1,027,850","1,352,798","-324,948"
16,3481 群創,50.40,+ 0.30,+0.60%,"1,013,775","1,302,774","-288,999"
17,00929 復華台灣科技優息,29.53,+ 0.36,+1.23%,"213,596","494,514","-280,917"
18,00400A主動國泰動能高息,14.36,+ 0.36,+2.57%,"439,076","713,209","-274,133"
19,00961 FT臺灣永續高息,13.18,+ 0.05,+0.38%,"119,170","348,671","-229,500"
20,00878 國泰永續高股息,33.52,+ 0.05,+0.15%,"241,104","468,863","-227,759"
21,00984D主動聯博全球非投,10.14,-0.02,-0.20%,"208,473","385,225","-176,751"
22,2344 華邦電,177.00,-1.00,-0.56%,"631,873","799,394","-167,520"
23,00990A主動元大AI新經濟,15.90,+ 0.02,+0.13%,"281,310","447,631","-166,320"
24,00881 國泰台灣科技龍頭,54.15,+ 0.65,+1.21%,"138,596","295,955","-157,359"
25,00997A主動群益美國增長,11.52,+ 0.06,+0.52%,"186,465","323,680","-137,215"
26,009826貝萊德世界股票,10.29,-0.03,-0.29%,"80,872","211,758","-130,886"
27,00984A主動安聯台灣高息,15.31,+ 0.13,+0.86%,"82,333","206,041","-123,707"
28,2337 旺宏,136.50,+ 4.00,+3.02%,"346,270","469,250","-122,980"
29,00891 中信關鍵半導體,35.93,+ 0.47,+1.33%,"126,687","248,635","-121,948"
30,00992A主動群益科技創新,17.29,+ 0.33,+1.95%,"510,762","623,214","-112,452"
31,9904 寶成,23.95,-0.10,-0.42%,"246,655","357,684","-111,029"
32,00982A主動群益台灣強棒,22.82,+ 0.32,+1.42%,"272,533","373,111","-100,577"
33,6770 力積電,73.70,+ 6.70,+10.00%,"814,080","914,226","-100,145"
34,1802 台玻,57.60,+ 1.70,+3.04%,"109,570","203,264","-93,694"
35,2834 臺企銀,16.50,+ 0.10,+0.61%,"493,674","584,706","-91,032"
36,1718 中纖,11.20,+ 1.00,+9.80%,"353,765","440,869","-87,104"
37,1714 和桐,17.40,+ 0.75,+4.50%,"153,944","239,505","-85,560"
38,2330 台積電,"2,415.00",+ 20.00,+0.84%,"271,346","354,199","-82,853"
39,2327 國巨*,602.00,-15.00,-2.43%,"230,225","302,155","-71,930"
40,6005 群益證,30.60,+ 0.60,+2.00%,"95,199","165,250","-70,051"
41,2449 京元電子,259.00,+ 13.00,+5.28%,"144,619","212,353","-67,733"
42,00919 群益台灣精選高息,30.19,+ 0.07,+0.23%,"509,635","577,362","-67,727"
43,00935 野村臺灣新科技50,57.30,+ 0.45,+0.79%,"149,062","211,641","-62,579"
44,8150 南茂,92.20,-6.80,-6.87%,"274,360","333,114","-58,753"
45,2382 廣達,325.50,+ 10.00,+3.17%,"204,845","261,696","-56,851"
46,00830 國泰費城半導體,86.85,+ 0.10,+0.12%,"100,308","156,200","-55,891"
47,00673R期元大S＆P原油反1,12.65,-0.20,-1.56%,"253,316","306,325","-53,008"
48,2412 中華電,136.00,0.00,0.00%,"248,513","295,107","-46,594"
49,1303 南亞,189.00,-1.00,-0.53%,"604,888","651,325","-46,436"
50,1326 台化,59.60,+ 1.40,+2.41%,"280,717","326,989","-46,271"
