Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,164.50,+ 0.50,+0.30%,"567,576"
2,00403A主動統一升級50,11.02,+ 0.40,+3.77%,"508,440"
3,2002 中鋼,18.80,-0.25,-1.31%,"270,925"
4,1301 台塑,54.50,+ 1.80,+3.42%,"224,507"
5,2834 臺企銀,17.75,-0.05,-0.28%,"207,790"
6,2610 華航,23.70,+ 0.60,+2.60%,"194,644"
7,2890 永豐金,39.90,+ 0.40,+1.01%,"193,694"
8,2887 台新新光金,33.25,+ 0.25,+0.76%,"181,274"
9,2609 陽明,52.00,+ 0.60,+1.17%,"173,177"
10,2801 彰銀,24.00,+ 0.45,+1.91%,"168,621"
11,5880 合庫金,24.85,0.00,0.00%,"157,793"
12,2892 第一金,32.75,-0.25,-0.76%,"149,571"
13,00981A主動統一台股增長,31.28,+ 1.34,+4.48%,"147,817"
14,2618 長榮航,44.90,+ 1.00,+2.28%,"124,572"
15,2409 友達,32.70,+ 2.10,+6.86%,"101,711"
16,2867 三商壽,8.34,-0.06,-0.71%,"96,365"
17,2882 國泰金,98.30,+ 0.30,+0.31%,"89,339"
18,2449 京元電子,337.50,+ 29.00,+9.40%,"86,309"
19,1314 中石化,8.36,+ 0.25,+3.08%,"86,267"
20,00992A主動群益科技創新,18.54,+ 0.74,+4.16%,"86,050"
21,2027 大成鋼,40.35,-0.05,-0.12%,"76,670"
22,3702 大聯大,107.00,+ 2.50,+2.39%,"60,142"
23,2885 元大金,65.70,0.00,0.00%,"59,981"
24,3711 日月光投控,680.00,+ 53.00,+8.45%,"53,950"
25,00940 元大台灣價值高息,12.65,+ 0.17,+1.36%,"47,889"
26,2891 中信金,71.00,+ 0.70,+1.00%,"47,870"
27,3036 文曄,214.00,+ 5.00,+2.39%,"46,883"
28,1326 台化,54.60,-0.30,-0.55%,"45,722"
29,6176 瑞儀,87.00,+ 0.10,+0.12%,"42,309"
30,2897 王道銀行,10.45,-0.05,-0.48%,"40,882"
31,00878 國泰永續高股息,33.50,+ 0.60,+1.82%,"39,329"
32,6005 群益證,38.25,+ 0.70,+1.86%,"39,154"
33,2006 東和鋼鐵,67.40,-2.60,-3.71%,"36,866"
34,2812 台中銀,20.05,+ 0.10,+0.50%,"34,335"
35,3045 台灣大,116.50,-1.50,-1.27%,"32,624"
36,1303 南亞,166.50,+ 15.00,+9.90%,"31,430"
37,00983A主動中信ARK創新,12.34,+ 0.30,+2.49%,"30,392"
38,2637 慧洋-KY,72.60,0.00,0.00%,"29,544"
39,2401 凌陽,31.75,+ 0.35,+1.11%,"29,176"
40,1714 和桐,19.65,+ 0.75,+3.97%,"29,042"
41,1802 台玻,74.80,+ 6.80,+10.00%,"28,843"
42,00712 復華富時不動產,8.84,+ 0.07,+0.80%,"28,585"
43,6505 台塑化,55.10,-0.20,-0.36%,"27,970"
44,8046 南電,"1,185.00",+ 105.00,+9.72%,"27,188"
45,009805新光美國電力基建,17.05,+ 0.16,+0.95%,"26,068"
46,00918 大華優利高填息30,32.13,+ 0.70,+2.23%,"24,864"
47,00953B群益優選非投等債,9.70,0.00,0.00%,"24,653"
48,6213 聯茂,370.50,+ 26.50,+7.70%,"23,941"
49,1718 中纖,13.45,+ 1.20,+9.80%,"23,734"
50,2634 漢翔,56.60,+ 4.60,+8.85%,"21,782"
