Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,10.47,-0.31,-2.88%,"-1,521,643"
2,00981A主動統一台股增長,30.72,-1.24,-3.88%,"-417,392"
3,0050 元大台灣50,100.50,-2.05,-2.00%,"-335,562"
4,2002 中鋼,18.85,-0.25,-1.31%,"-251,630"
5,2892 第一金,27.25,-0.35,-1.27%,"-246,946"
6,2801 彰銀,20.05,-0.10,-0.50%,"-177,931"
7,2834 臺企銀,15.90,-0.25,-1.55%,"-161,705"
8,1101 台泥,23.65,-0.20,-0.84%,"-156,577"
9,2880 華南金,29.60,-0.35,-1.17%,"-153,159"
10,00991A主動復華未來50,19.10,-0.64,-3.24%,"-150,559"
11,2618 長榮航,35.30,+ 0.50,+1.44%,"-132,540"
12,2382 廣達,308.50,-3.50,-1.12%,"-109,089"
13,2330 台積電,"2,295.00",-5.00,-0.22%,"-101,728"
14,5880 合庫金,22.70,-0.05,-0.22%,"-98,524"
15,9904 寶成,25.20,-0.15,-0.59%,"-89,779"
16,00988A主動統一全球創新,21.21,-0.86,-3.90%,"-86,412"
17,2812 台中銀,18.50,-0.30,-1.60%,"-81,981"
18,2633 台灣高鐵,24.80,-0.45,-1.78%,"-73,543"
19,1102 亞泥,32.40,-0.60,-1.82%,"-71,132"
20,00990A主動元大AI新經濟,19.23,-0.65,-3.27%,"-70,196"
21,1402 遠東新,24.80,+ 1.35,+5.76%,"-52,775"
22,2884 玉山金,30.70,-0.45,-1.44%,"-49,600"
23,1301 台塑,45.05,-0.40,-0.88%,"-45,606"
24,2845 遠東銀,11.90,0.00,0.00%,"-40,168"
25,2371 大同,28.85,-0.55,-1.87%,"-39,034"
26,8112 至上,86.00,0.00,0.00%,"-38,491"
27,2412 中華電,136.50,-0.50,-0.36%,"-36,563"
28,2515 中工,12.60,-0.25,-1.95%,"-36,194"
29,9907 統一實,15.80,-0.05,-0.32%,"-34,396"
30,2105 正新,31.90,+ 0.35,+1.11%,"-33,407"
31,009816凱基台灣TOP50,14.80,-0.35,-2.31%,"-33,227"
32,4938 和碩,83.40,+ 1.30,+1.58%,"-32,515"
33,6278 台表科,222.50,-13.00,-5.52%,"-31,961"
34,2912 統一超,207.00,+ 0.50,+0.24%,"-31,766"
35,3711 日月光投控,627.00,-15.00,-2.34%,"-31,729"
36,2354 鴻準,58.30,-1.40,-2.35%,"-31,250"
37,5871 中租-KY,107.00,0.00,0.00%,"-30,305"
38,3036 文曄,289.50,-6.50,-2.20%,"-29,018"
39,4915 致伸,70.70,-1.30,-1.81%,"-28,950"
40,1504 東元,70.90,+ 0.10,+0.14%,"-27,333"
41,4960 誠美材,31.95,-1.20,-3.62%,"-25,830"
42,00637L元大滬深300正2,21.54,-0.11,-0.51%,"-25,607"
43,1326 台化,45.40,-0.05,-0.11%,"-24,304"
44,2327 國巨*,742.00,+ 41.00,+5.85%,"-24,101"
45,9945 潤泰新,23.25,0.00,0.00%,"-23,586"
46,3714 富采,72.70,-1.60,-2.15%,"-22,507"
47,00631L元大台灣50正2,34.47,-1.26,-3.53%,"-21,761"
48,8150 南茂,103.00,+ 9.10,+9.69%,"-20,528"
49,2402 毅嘉,66.10,-2.60,-3.78%,"-19,653"
50,1513 中興電,165.50,-3.50,-2.07%,"-18,234"
