Rank,Stock,Price,Change,ChangePercent,NetBuy
1,6770 力積電,78.40,+ 3.50,+4.67%,"202,151"
2,00403A主動統一升級50,10.32,+ 0.02,+0.19%,"146,792"
3,00981A主動統一台股增長,30.22,+ 0.27,+0.90%,"129,631"
4,00407A主動凱基台灣,9.92,+ 0.09,+0.92%,"70,840"
5,2344 華邦電,183.50,+ 6.50,+3.67%,"68,343"
6,0050 元大台灣50,106.40,-0.30,-0.28%,"66,940"
7,2324 仁寶,43.20,+ 3.90,+9.92%,"60,463"
8,00991A主動復華未來50,18.24,+ 0.05,+0.27%,"54,205"
9,2886 兆豐金,47.35,+ 1.50,+3.27%,"40,050"
10,009816凱基台灣TOP50,15.49,-0.03,-0.19%,"34,323"
11,2027 大成鋼,47.60,-2.80,-5.56%,"33,348"
12,2408 南亞科,512.00,-2.00,-0.39%,"32,715"
13,2887 台新新光金,37.75,+ 1.55,+4.28%,"29,997"
14,00919 群益台灣精選高息,30.57,+ 0.16,+0.53%,"29,964"
15,00992A主動群益科技創新,17.91,+ 0.13,+0.73%,"27,214"
16,4938 和碩,94.80,0.00,0.00%,"24,596"
17,00405A主動富邦台灣龍耀,8.66,+ 0.04,+0.46%,"22,996"
18,1605 華新,39.05,-0.25,-0.64%,"22,237"
19,2356 英業達,69.90,+ 1.10,+1.60%,"22,176"
20,2634 漢翔,70.60,+ 6.40,+9.97%,"18,915"
21,2353 宏碁,32.30,+ 0.75,+2.38%,"18,188"
22,00400A主動國泰動能高息,14.79,+ 0.06,+0.41%,"17,899"
23,9904 寶成,25.25,+ 1.35,+5.65%,"17,714"
24,2615 萬海,90.60,+ 3.10,+3.54%,"17,547"
25,0056 元大高股息,53.40,+ 0.40,+0.75%,"16,376"
26,1301 台塑,60.00,+ 2.50,+4.35%,"16,309"
27,00631L元大台灣50正2,35.69,-0.60,-1.65%,"15,170"
28,1504 東元,70.60,+ 0.20,+0.28%,"14,269"
29,9945 潤泰新,29.80,+ 2.70,+9.96%,"13,027"
30,00980A主動野村臺灣優選,25.24,+ 0.04,+0.16%,"12,564"
31,1303 南亞,207.50,+ 18.50,+9.79%,"12,368"
32,3481 群創,50.10,+ 0.70,+1.42%,"12,204"
33,2376 技嘉,397.50,+ 4.00,+1.02%,"11,947"
34,3706 神達,92.70,+ 1.00,+1.09%,"11,047"
35,2337 旺宏,137.00,+ 0.50,+0.37%,"10,873"
36,1513 中興電,170.00,-1.00,-0.58%,"10,395"
37,2301 光寶科,267.00,-2.50,-0.93%,"10,146"
38,2867 三商壽,9.75,+ 0.13,+1.35%,"10,128"
39,9105 泰金寶-DR,8.61,+ 0.31,+3.73%,"9,965"
40,00982A主動群益台灣強棒,23.28,+ 0.10,+0.43%,"9,817"
41,3231 緯創,193.50,-3.50,-1.78%,"9,770"
42,2603 長榮,219.00,+ 3.50,+1.62%,"9,256"
43,0052 富邦科技,61.95,-0.45,-0.72%,"9,111"
44,8039 台虹,272.50,+ 23.00,+9.22%,"8,708"
45,3576 聯合再生,17.75,-0.15,-0.84%,"8,696"
46,2883 凱基金,31.65,+ 0.15,+0.48%,"8,088"
47,009819中信數據及電力,10.50,0.00,0.00%,"7,927"
48,2357 華碩,996.00,+ 59.00,+6.30%,"7,875"
49,3711 日月光投控,616.00,-10.00,-1.60%,"7,780"
50,2882 國泰金,101.50,+ 2.00,+2.01%,"7,438"
