Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.99,+ 0.24,+2.46%,"164,721"
2,00981A主動統一台股增長,28.50,+ 0.78,+2.81%,"108,660"
3,009816凱基台灣TOP50,15.04,+ 0.28,+1.90%,"78,005"
4,2885 元大金,63.10,+ 1.80,+2.94%,"48,764"
5,2883 凱基金,30.45,+ 0.75,+2.53%,"44,938"
6,00631L元大台灣50正2,34.80,+ 0.46,+1.34%,"43,485"
7,00405A主動富邦台灣龍耀,8.30,+ 0.30,+3.75%,"42,924"
8,2002 中鋼,18.85,+ 0.05,+0.27%,"42,177"
9,2317 鴻海,251.50,+ 5.50,+2.24%,"40,315"
10,3231 緯創,164.00,+ 14.50,+9.70%,"32,355"
11,2618 長榮航,42.10,-0.20,-0.47%,"31,782"
12,2027 大成鋼,43.75,+ 2.60,+6.32%,"28,051"
13,00991A主動復華未來50,17.34,+ 0.63,+3.77%,"28,032"
14,0056 元大高股息,50.95,+ 1.40,+2.83%,"25,229"
15,2884 玉山金,36.05,-0.90,-2.44%,"24,086"
16,2356 英業達,61.70,+ 1.60,+2.66%,"23,581"
17,00992A主動群益科技創新,16.22,+ 0.50,+3.18%,"22,419"
18,2882 國泰金,96.80,+ 1.00,+1.04%,"22,033"
19,8112 至上,88.10,+ 1.90,+2.20%,"21,102"
20,2812 台中銀,20.45,0.00,0.00%,"20,722"
21,1326 台化,70.60,+ 2.00,+2.92%,"20,425"
22,0050 元大台灣50,103.85,+ 1.35,+1.32%,"19,399"
23,3576 聯合再生,19.45,+ 0.35,+1.83%,"19,364"
24,2353 宏碁,30.55,+ 0.35,+1.16%,"18,669"
25,2615 萬海,85.10,-0.10,-0.12%,"18,606"
26,00919 群益台灣精選高息,29.46,+ 0.46,+1.59%,"17,748"
27,2603 長榮,206.00,+ 3.00,+1.48%,"17,469"
28,2324 仁寶,36.20,+ 0.20,+0.56%,"17,388"
29,00918 大華優利高填息30,32.40,+ 0.58,+1.82%,"17,301"
30,00929 復華台灣科技優息,29.00,+ 0.73,+2.58%,"16,950"
31,00400A主動國泰動能高息,13.88,+ 0.45,+3.35%,"15,942"
32,2609 陽明,51.40,+ 0.50,+0.98%,"15,823"
33,3045 台灣大,112.50,+ 0.50,+0.45%,"14,919"
34,4938 和碩,84.40,+ 1.60,+1.93%,"14,257"
35,1402 遠東新,27.20,-0.15,-0.55%,"13,793"
36,1810 和成,34.15,+ 3.10,+9.98%,"12,891"
37,00878 國泰永續高股息,32.72,+ 0.67,+2.09%,"12,600"
38,00407A主動凱基台灣,9.24,+ 0.33,+3.70%,"12,593"
39,5876 上海商銀,45.00,-0.65,-1.42%,"12,077"
40,2377 微星,155.00,+ 9.00,+6.16%,"11,904"
41,2412 中華電,138.50,-0.50,-0.36%,"11,129"
42,4904 遠傳,103.00,+ 1.00,+0.98%,"10,570"
43,00990A主動元大AI新經濟,16.70,+ 0.27,+1.64%,"9,489"
44,2347 聯強,88.20,+ 2.90,+3.40%,"9,221"
45,00988A主動統一全球創新,17.63,+ 0.43,+2.50%,"9,085"
46,2891 中信金,64.00,+ 1.30,+2.07%,"8,954"
47,6005 群益證,34.15,+ 0.55,+1.64%,"8,500"
48,00982A主動群益台灣強棒,22.84,+ 0.77,+3.49%,"8,263"
49,2337 旺宏,135.00,+ 12.00,+9.76%,"7,683"
50,2301 光寶科,218.00,+ 11.00,+5.31%,"7,577"
