Rank,Stock,Price,Change,ChangePercent,NetSell
1,2002 中鋼,18.80,-0.25,-1.31%,"-43,106"
2,2337 旺宏,155.50,-3.00,-1.89%,"-40,486"
3,2886 兆豐金,46.10,-0.10,-0.22%,"-38,244"
4,2801 彰銀,24.00,+ 0.45,+1.91%,"-33,189"
5,2892 第一金,32.75,-0.25,-0.76%,"-27,092"
6,1101 台泥,24.05,-0.10,-0.41%,"-24,047"
7,2344 華邦電,207.50,+ 4.50,+2.22%,"-21,920"
8,2890 永豐金,39.90,+ 0.40,+1.01%,"-20,955"
9,6770 力積電,79.70,+ 0.80,+1.01%,"-19,910"
10,2884 玉山金,34.45,-0.05,-0.14%,"-19,769"
11,2408 南亞科,452.50,-0.50,-0.11%,"-18,345"
12,2891 中信金,71.00,+ 0.70,+1.00%,"-14,714"
13,2610 華航,23.70,+ 0.60,+2.60%,"-13,232"
14,2412 中華電,141.50,-0.50,-0.35%,"-11,021"
15,4904 遠傳,105.00,-1.00,-0.94%,"-11,003"
16,2618 長榮航,44.90,+ 1.00,+2.28%,"-10,225"
17,2542 興富發,43.05,-0.05,-0.12%,"-9,743"
18,2834 臺企銀,17.75,-0.05,-0.28%,"-9,718"
19,8112 至上,92.40,+ 0.30,+0.33%,"-9,263"
20,2885 元大金,65.70,0.00,0.00%,"-8,587"
21,1402 遠東新,28.50,-0.55,-1.89%,"-8,562"
22,2633 台灣高鐵,26.50,0.00,0.00%,"-8,450"
23,3045 台灣大,116.50,-1.50,-1.27%,"-8,400"
24,3702 大聯大,107.00,+ 2.50,+2.39%,"-8,188"
25,3016 嘉晶,133.50,+ 12.00,+9.88%,"-8,112"
26,9904 寶成,25.35,-0.05,-0.20%,"-8,044"
27,3706 神達,87.30,+ 0.90,+1.04%,"-7,879"
28,2845 遠東銀,13.00,-0.10,-0.76%,"-6,617"
29,5876 上海商銀,42.70,-0.10,-0.23%,"-5,541"
30,2105 正新,29.95,-0.30,-0.99%,"-5,244"
31,2363 矽統,69.00,+ 0.30,+0.44%,"-5,028"
32,1216 統一,74.50,-1.20,-1.59%,"-4,746"
33,2027 大成鋼,40.35,-0.05,-0.12%,"-4,635"
34,2352 佳世達,34.10,+ 3.10,+10.00%,"-4,488"
35,2327 國巨*,"1,140.00",+ 100.00,+9.62%,"-4,472"
36,2903 遠百,23.00,-0.45,-1.92%,"-4,254"
37,2347 聯強,91.10,-0.40,-0.44%,"-4,160"
38,2472 立隆電,453.50,+ 41.00,+9.94%,"-4,083"
39,8926 台汽電,76.30,-0.60,-0.78%,"-3,926"
40,2426 鼎元,76.10,-1.10,-1.42%,"-3,873"
41,9945 潤泰新,26.80,-0.15,-0.56%,"-3,870"
42,2887 台新新光金,33.25,+ 0.25,+0.76%,"-3,794"
43,1708 東鹼,53.30,-0.60,-1.11%,"-3,605"
44,00882 中信中國高股息,14.59,-0.22,-1.49%,"-3,575"
45,6116 彩晶,19.60,+ 0.35,+1.82%,"-3,560"
46,1326 台化,54.60,-0.30,-0.55%,"-3,272"
47,1718 中纖,13.45,+ 1.20,+9.80%,"-2,986"
48,3189 景碩,891.00,+ 81.00,+10.00%,"-2,966"
49,2855 統一證,50.00,-0.30,-0.60%,"-2,952"
50,2881 富邦金,129.50,+ 1.00,+0.78%,"-2,906"
