Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,32.05,+ 0.05,+0.16%,"308,611"
2,00403A主動統一升級50,11.14,-0.01,-0.09%,"304,112"
3,2002 中鋼,18.60,-0.05,-0.27%,"274,658"
4,1301 台塑,59.70,+ 5.40,+9.94%,"232,175"
5,2303 聯電,165.50,-3.50,-2.07%,"182,699"
6,1314 中石化,8.99,+ 0.61,+7.28%,"103,510"
7,2449 京元電子,347.50,+ 16.50,+4.98%,"103,210"
8,2610 華航,22.85,+ 0.30,+1.33%,"95,649"
9,00918 大華優利高填息30,31.82,-0.02,-0.06%,"86,356"
10,1802 台玻,70.40,-0.70,-0.98%,"78,346"
11,2883 凱基金,27.90,-0.40,-1.41%,"77,732"
12,2882 國泰金,93.50,-1.50,-1.58%,"65,384"
13,2881 富邦金,119.50,-3.00,-2.45%,"57,949"
14,3711 日月光投控,727.00,+ 24.00,+3.41%,"56,629"
15,1102 亞泥,36.40,+ 1.30,+3.70%,"55,006"
16,2353 宏碁,32.00,-0.10,-0.31%,"46,421"
17,00712 復華富時不動產,8.76,-0.04,-0.45%,"46,368"
18,5880 合庫金,24.55,-0.30,-1.21%,"43,529"
19,2834 臺企銀,17.75,+ 0.15,+0.85%,"39,122"
20,2006 東和鋼鐵,69.00,+ 1.10,+1.62%,"36,613"
21,00999A主動野村臺灣高息,11.06,+ 0.05,+0.45%,"33,014"
22,2887 台新新光金,33.00,-0.35,-1.05%,"31,250"
23,2812 台中銀,20.15,+ 0.25,+1.26%,"25,267"
24,2301 光寶科,221.50,+ 2.00,+0.91%,"24,759"
25,4938 和碩,83.20,+ 0.60,+0.73%,"23,811"
26,6213 聯茂,358.50,+ 1.50,+0.42%,"23,747"
27,2105 正新,31.70,+ 1.60,+5.32%,"22,569"
28,6176 瑞儀,87.50,+ 0.60,+0.69%,"22,328"
29,00992A主動群益科技創新,19.07,+ 0.10,+0.53%,"20,299"
30,6005 群益證,37.35,-0.30,-0.80%,"20,043"
31,6257 矽格,251.00,+ 6.00,+2.45%,"19,765"
32,00662 富邦NASDAQ,122.20,-1.45,-1.17%,"19,419"
33,8033 雷虎,186.00,0.00,0.00%,"19,215"
34,2885 元大金,65.80,-0.20,-0.30%,"19,160"
35,1312 國喬,14.45,+ 0.65,+4.71%,"18,556"
36,8150 南茂,108.50,+ 1.50,+1.40%,"17,599"
37,009805新光美國電力基建,16.93,-0.41,-2.36%,"17,252"
38,1319 東陽,75.40,-0.70,-0.92%,"16,988"
39,8046 南電,"1,145.00",-30.00,-2.55%,"15,524"
40,00994A主動第一金台股優,18.19,+ 0.02,+0.11%,"15,140"
41,6919 康霈*,96.60,-2.10,-2.13%,"14,685"
42,2369 菱生,39.95,+ 1.60,+4.17%,"14,574"
43,2401 凌陽,34.30,+ 3.10,+9.94%,"14,414"
44,2441 超豐,142.00,+ 4.00,+2.90%,"14,403"
45,2388 威盛,71.60,+ 0.50,+0.70%,"14,224"
46,2426 鼎元,74.80,+ 2.70,+3.74%,"13,962"
47,2634 漢翔,54.60,-1.60,-2.85%,"13,808"
48,00983A主動中信ARK創新,12.44,+ 0.09,+0.73%,"13,455"
49,009819中信數據及電力,10.17,-0.16,-1.55%,"13,081"
50,6505 台塑化,57.60,+ 4.00,+7.46%,"13,077"
