Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.66,-0.06,-0.62%,"-1,812,134"
2,0050 元大台灣50,92.50,-0.60,-0.64%,"-277,218"
3,00981A主動統一台股增長,27.23,-0.26,-0.95%,"-224,331"
4,2002 中鋼,18.10,-0.10,-0.55%,"-121,111"
5,2303 聯電,108.00,-5.00,-4.42%,"-101,929"
6,2801 彰銀,20.35,-0.15,-0.73%,"-91,768"
7,2834 臺企銀,16.05,0.00,0.00%,"-91,342"
8,1303 南亞,80.80,-0.90,-1.10%,"-89,013"
9,00991A主動復華未來50,16.93,-0.15,-0.88%,"-85,711"
10,2330 台積電,"2,185.00",-20.00,-0.91%,"-76,533"
11,1101 台泥,24.15,-0.05,-0.21%,"-73,127"
12,00999A主動野村臺灣高息,9.99,-0.04,-0.40%,"-72,915"
13,2449 京元電子,277.50,-11.50,-3.98%,"-71,085"
14,3231 緯創,132.50,0.00,0.00%,"-70,892"
15,1802 台玻,63.90,-1.40,-2.14%,"-68,777"
16,2812 台中銀,18.90,-0.25,-1.31%,"-49,173"
17,8150 南茂,74.40,-3.20,-4.12%,"-47,774"
18,5880 合庫金,22.70,-0.10,-0.44%,"-46,753"
19,00878 國泰永續高股息,26.93,-0.07,-0.26%,"-45,659"
20,6770 力積電,57.80,-0.70,-1.20%,"-45,450"
21,2892 第一金,27.75,-1.25,-4.31%,"-45,006"
22,2382 廣達,290.00,0.00,0.00%,"-44,178"
23,1301 台塑,45.40,-0.55,-1.20%,"-44,053"
24,2324 仁寶,27.60,-0.20,-0.72%,"-40,565"
25,9904 寶成,25.65,-0.45,-1.72%,"-39,133"
26,8112 至上,84.00,+ 0.40,+0.48%,"-38,675"
27,2337 旺宏,141.00,-3.00,-2.08%,"-38,435"
28,00988A主動統一全球創新,18.22,-0.06,-0.33%,"-36,757"
29,1326 台化,44.55,-0.35,-0.78%,"-35,923"
30,4938 和碩,77.20,+ 0.30,+0.39%,"-34,269"
31,2371 大同,28.05,-0.35,-1.23%,"-34,080"
32,3036 文曄,279.00,+ 14.00,+5.28%,"-32,274"
33,3706 神達,80.30,-0.40,-0.50%,"-31,821"
34,2354 鴻準,57.50,-0.20,-0.35%,"-31,677"
35,009816凱基台灣TOP50,13.34,-0.07,-0.52%,"-30,019"
36,00992A主動群益科技創新,16.68,-0.07,-0.42%,"-28,064"
37,00631L元大台灣50正2,29.51,-0.42,-1.40%,"-27,048"
38,3711 日月光投控,476.00,+ 4.00,+0.85%,"-24,868"
39,6278 台表科,203.00,-12.50,-5.80%,"-23,910"
40,2845 遠東銀,11.95,-0.10,-0.83%,"-23,074"
41,2609 陽明,50.30,+ 0.80,+1.62%,"-22,827"
42,2633 台灣高鐵,25.85,-0.10,-0.39%,"-22,548"
43,00891 中信關鍵半導體,31.22,-0.08,-0.26%,"-22,304"
44,2329 華泰,51.40,+ 0.10,+0.19%,"-22,027"
45,1717 長興,72.70,-1.80,-2.42%,"-21,814"
46,2327 國巨*,520.00,+ 23.00,+4.63%,"-20,281"
47,2441 超豐,102.50,+ 0.50,+0.49%,"-19,644"
48,00637L元大滬深300正2,21.15,+ 0.12,+0.57%,"-19,612"
49,2353 宏碁,27.45,-0.30,-1.08%,"-18,938"
50,4915 致伸,71.60,-0.40,-0.56%,"-18,912"
