Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2303 聯電,125.00,+ 1.50,+1.21%,"124,999","196,623","-71,623"
2,2324 仁寶,40.80,-0.80,-1.92%,"96,661","136,887","-40,226"
3,6505 台塑化,71.00,+ 1.10,+1.57%,"10,924","39,343","-28,419"
4,1326 台化,58.00,+ 0.90,+1.58%,"10,506","33,374","-22,868"
5,1301 台塑,57.80,+ 0.80,+1.40%,"18,975","41,809","-22,834"
6,1101 台泥,24.60,-0.10,-0.40%,"26,478","46,815","-20,338"
7,1314 中石化,7.90,-0.08,-1.00%,"12,245","29,069","-16,824"
8,6116 彩晶,14.10,-0.10,-0.70%,"21,530","38,042","-16,513"
9,00984D主動聯博全球非投,10.04,+ 0.03,+0.30%,"14,001","30,279","-16,279"
10,1402 遠東新,29.00,-0.45,-1.53%,"12,738","26,253","-13,515"
11,1303 南亞,188.50,+ 8.50,+4.72%,"60,961","74,410","-13,449"
12,2601 益航,7.17,-0.05,-0.69%,"7,586","20,912","-13,326"
13,1709 和益,33.75,-0.90,-2.60%,"8,312","20,641","-12,329"
14,009821野村稀土關鍵資源,15.71,+ 0.02,+0.13%,"14,217","26,199","-11,982"
15,1605 華新,38.45,+ 0.35,+0.92%,"19,692","31,646","-11,954"
16,009829大華韓國KOSPI50,10.33,-0.01,-0.10%,"58,261","69,510","-11,249"
17,00953B群益優選非投等債,9.68,+ 0.02,+0.21%,"23,269","34,488","-11,219"
18,1504 東元,70.80,-0.70,-0.98%,"6,233","16,077","-9,844"
19,00988A主動統一全球創新,16.13,+ 0.06,+0.37%,"21,675","31,200","-9,525"
20,2451 創見,299.00,-17.00,-5.38%,"7,438","16,775","-9,337"
21,2618 長榮航,42.20,-0.45,-1.06%,"11,424","20,270","-8,846"
22,00637L元大滬深300正2,19.82,+ 0.15,+0.76%,"13,159","21,286","-8,126"
23,9105 泰金寶-DR,8.30,-0.12,-1.43%,"12,354","20,277","-7,923"
24,2027 大成鋼,50.60,-0.40,-0.78%,"7,980","15,833","-7,853"
25,4967 十銓,272.50,-5.50,-1.98%,"4,789","12,526","-7,737"
26,2399 映泰,47.70,-0.05,-0.10%,"6,399","13,957","-7,558"
27,8112 至上,94.00,-1.40,-1.47%,"10,744","18,118","-7,374"
28,00712 復華富時不動產,8.87,+ 0.03,+0.34%,"7,098","14,468","-7,370"
29,2337 旺宏,122.00,-2.00,-1.61%,"33,471","39,967","-6,496"
30,2851 中再保,43.75,+ 0.90,+2.10%,"3,972","10,449","-6,476"
31,2344 華邦電,179.00,+ 2.00,+1.13%,"92,924","99,392","-6,468"
32,00753L中信中國50正2,9.43,+ 0.04,+0.43%,"5,752","12,194","-6,442"
33,2353 宏碁,31.05,-0.05,-0.16%,"6,407","12,582","-6,175"
34,3714 富采,59.60,+ 2.40,+4.20%,"6,186","12,115","-5,928"
35,1316 上曜,11.05,-0.25,-2.21%,"4,380","10,301","-5,922"
36,1711 永光,41.25,-0.15,-0.36%,"3,168","8,666","-5,498"
37,3026 禾伸堂,628.00,-15.00,-2.33%,"7,687","12,901","-5,214"
38,3042 晶技,185.00,+ 7.50,+4.23%,"7,053","12,008","-4,955"
39,009826貝萊德世界股票,10.14,+ 0.01,+0.10%,"14,310","19,207","-4,897"
40,2408 南亞科,510.00,+ 9.00,+1.80%,"66,841","71,724","-4,883"
41,00665L富邦恒生國企正2,9.40,-0.02,-0.21%,"6,829","11,691","-4,862"
42,2312 金寶,31.40,-0.35,-1.10%,"8,446","13,287","-4,841"
43,00985B群益ESG投等債0-5,10.25,+ 0.03,+0.29%,"3,944","8,390","-4,446"
44,4763 材料*-KY,44.95,-1.85,-3.95%,"13,040","17,473","-4,433"
45,2812 台中銀,18.95,-0.10,-0.52%,"7,161","11,363","-4,202"
46,00715L期街口布蘭特正2,51.70,-0.85,-1.62%,"3,760","7,837","-4,077"
47,2009 第一銅,41.25,-0.65,-1.55%,"4,190","8,264","-4,075"
48,6770 力積電,69.00,-1.80,-2.54%,"158,026","162,099","-4,073"
49,6550 北極星藥業-KY,11.00,-0.60,-5.17%,"1,998","6,058","-4,060"
50,1608 華榮,36.60,-0.10,-0.27%,"2,434","6,270","-3,836"
