Rank,Stock,Price,Change,ChangePercent,NetSell
1,2324 仁寶,39.70,-0.05,-0.13%,"-33,322"
2,2610 華航,20.35,-0.45,-2.16%,"-25,546"
3,9904 寶成,24.35,-0.45,-1.81%,"-24,610"
4,00632R元大台灣50反1,9.89,-0.06,-0.60%,"-21,404"
5,00712 復華富時不動產,8.73,-0.02,-0.23%,"-20,583"
6,3231 緯創,178.00,-1.50,-0.84%,"-14,933"
7,2002 中鋼,19.05,-0.10,-0.52%,"-13,146"
8,2884 玉山金,38.75,+ 0.20,+0.52%,"-12,855"
9,2634 漢翔,67.80,-2.50,-3.56%,"-12,318"
10,00919 群益台灣精選高息,31.44,+ 0.13,+0.42%,"-10,557"
11,2609 陽明,56.20,-1.70,-2.94%,"-10,259"
12,2618 長榮航,41.80,-0.95,-2.22%,"-9,530"
13,4906 正文,36.40,-0.80,-2.15%,"-8,802"
14,2356 英業達,64.90,-0.70,-1.07%,"-8,414"
15,1101 台泥,24.30,+ 0.20,+0.83%,"-7,618"
16,6919 康霈*,99.60,-3.40,-3.30%,"-6,678"
17,2891 中信金,64.40,+ 0.60,+0.94%,"-6,560"
18,2845 遠東銀,13.40,-0.05,-0.37%,"-6,270"
19,9945 潤泰新,28.00,-0.60,-2.10%,"-5,936"
20,8112 至上,90.90,-1.30,-1.41%,"-5,683"
21,2105 正新,30.55,-0.55,-1.77%,"-5,220"
22,2464 盟立,190.00,-21.00,-9.95%,"-4,831"
23,1402 遠東新,28.10,-0.30,-1.06%,"-4,797"
24,2027 大成鋼,48.40,-0.25,-0.51%,"-4,687"
25,2412 中華電,135.50,0.00,0.00%,"-4,313"
26,6239 力成,287.00,+ 10.00,+3.61%,"-4,055"
27,2615 萬海,111.50,-2.00,-1.76%,"-4,036"
28,6770 力積電,70.00,+ 0.40,+0.57%,"-3,853"
29,3036 文曄,196.00,+ 3.00,+1.55%,"-3,841"
30,00990A主動元大AI新經濟,15.37,-0.19,-1.22%,"-3,683"
31,00406A主動中信台灣收益,9.81,+ 0.11,+1.13%,"-3,559"
32,1316 上曜,11.15,-0.60,-5.11%,"-3,330"
33,2327 國巨*,597.00,+ 42.00,+7.57%,"-3,055"
34,00830 國泰費城半導體,82.85,-0.80,-0.96%,"-3,045"
35,2645 長榮航太,174.00,-4.50,-2.52%,"-2,962"
36,6278 台表科,201.50,-4.50,-2.18%,"-2,790"
37,3645 達邁,76.60,+ 6.90,+9.90%,"-2,695"
38,6209 今國光,76.70,+ 0.20,+0.26%,"-2,693"
39,2484 希華,76.10,-0.50,-0.65%,"-2,665"
40,2375 凱美,133.00,+ 2.50,+1.92%,"-2,453"
41,2436 偉詮電,67.50,+ 0.10,+0.15%,"-2,425"
42,2812 台中銀,18.85,0.00,0.00%,"-2,379"
43,2359 所羅門,145.50,-2.00,-1.36%,"-2,309"
44,3605 宏致,131.00,+ 11.50,+9.62%,"-2,307"
45,2106 建大,16.85,-0.25,-1.46%,"-2,304"
46,3209 全科,51.90,+ 0.50,+0.97%,"-2,216"
47,00953B群益優選非投等債,9.63,-0.05,-0.52%,"-2,204"
48,8996 高力,"1,265.00",-45.00,-3.44%,"-2,196"
49,9933 中鼎,40.60,-1.00,-2.40%,"-2,160"
50,2472 立隆電,232.50,+ 3.50,+1.53%,"-2,072"
