Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2002 中鋼,19.10,+ 0.35,+1.87%,"327,302"
2,00403A主動統一升級50,11.03,+ 0.28,+2.60%,"212,037"
3,1301 台塑,51.70,+ 3.75,+7.82%,"148,225"
4,00981A主動統一台股增長,31.50,+ 0.62,+2.01%,"131,009"
5,2409 友達,28.15,+ 1.90,+7.24%,"128,316"
6,00919 群益台灣精選高息,30.81,+ 0.46,+1.52%,"125,609"
7,2618 長榮航,42.55,0.00,0.00%,"112,641"
8,2610 華航,22.00,+ 0.15,+0.69%,"40,910"
9,1802 台玻,71.30,+ 2.00,+2.89%,"34,316"
10,2890 永豐金,39.80,+ 3.45,+9.49%,"33,422"
11,6919 康霈*,109.00,+ 9.90,+9.99%,"26,165"
12,1303 南亞,139.00,+ 12.50,+9.88%,"23,885"
13,00990A主動元大AI新經濟,20.97,+ 0.25,+1.21%,"23,491"
14,5880 合庫金,24.75,0.00,0.00%,"21,232"
15,2303 聯電,145.50,+ 5.50,+3.93%,"20,317"
16,2885 元大金,68.00,+ 1.30,+1.95%,"19,715"
17,2891 中信金,71.90,+ 0.90,+1.27%,"18,986"
18,00918 大華優利高填息30,32.00,+ 0.60,+1.91%,"18,581"
19,00992A主動群益科技創新,18.98,+ 0.33,+1.77%,"17,898"
20,0050 元大台灣50,107.30,+ 1.30,+1.23%,"17,455"
21,00400A主動國泰動能高息,15.12,+ 0.25,+1.68%,"17,203"
22,2449 京元電子,308.50,+ 28.00,+9.98%,"16,349"
23,2337 旺宏,169.00,+ 7.50,+4.64%,"15,585"
24,00929 復華台灣科技優息,31.10,+ 0.53,+1.73%,"14,758"
25,8150 南茂,104.00,+ 9.10,+9.59%,"14,216"
26,00982A主動群益台灣強棒,24.83,+ 0.69,+2.86%,"13,573"
27,2887 台新新光金,32.45,-0.15,-0.46%,"13,408"
28,2606 裕民,61.50,-0.70,-1.13%,"13,079"
29,6005 群益證,39.65,+ 0.20,+0.51%,"13,035"
30,2323 中環,11.75,+ 0.50,+4.44%,"12,543"
31,3711 日月光投控,613.00,+ 18.00,+3.03%,"12,517"
32,2426 鼎元,81.80,+ 7.40,+9.95%,"12,446"
33,2313 華通,259.50,-4.50,-1.70%,"12,028"
34,00999A主動野村臺灣高息,11.31,+ 0.12,+1.07%,"10,562"
35,1314 中石化,7.78,+ 0.16,+2.10%,"9,714"
36,2388 威盛,81.40,+ 6.20,+8.24%,"8,907"
37,2401 凌陽,32.25,+ 0.75,+2.38%,"8,791"
38,1326 台化,54.20,+ 0.50,+0.93%,"8,709"
39,1708 東鹼,50.30,+ 4.55,+9.95%,"8,319"
40,0052 富邦科技,62.80,+ 0.65,+1.05%,"8,073"
41,6213 聯茂,280.00,+ 12.50,+4.67%,"7,401"
42,2207 和泰車,482.00,+ 20.50,+4.44%,"7,371"
43,6285 啟碁,274.00,+ 3.50,+1.29%,"6,964"
44,009819中信數據及電力,10.49,+ 0.17,+1.65%,"6,886"
45,2867 三商壽,8.74,+ 0.12,+1.39%,"6,857"
46,0056 元大高股息,52.80,+ 0.85,+1.64%,"6,620"
47,00940 元大台灣價值高息,12.70,+ 0.17,+1.36%,"6,539"
48,3717 聯嘉投控,22.55,+ 0.10,+0.45%,"6,520"
49,6176 瑞儀,87.90,-0.30,-0.34%,"5,872"
50,2441 超豐,135.00,+ 8.50,+6.72%,"5,752"
