Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,410.00",+ 25.00,+1.05%,"120,198,889","71,151,958","49,046,930"
2,2327 國巨*,"1,080.00",+ 96.00,+9.76%,"97,896,306","54,330,768","43,565,537"
3,3481 群創,64.40,+ 5.80,+9.90%,"53,613,975","13,737,596","39,876,379"
4,2408 南亞科,459.50,+ 22.50,+5.15%,"80,554,395","43,196,236","37,358,158"
5,2492 華新科,561.00,+ 19.00,+3.51%,"37,758,460","3,174,771","34,583,688"
6,2344 華邦電,218.50,+ 19.50,+9.80%,"71,264,800","43,878,001","27,386,798"
7,2303 聯電,145.50,+ 5.50,+3.93%,"43,965,121","23,812,370","20,152,751"
8,2454 聯發科,"4,390.00",-70.00,-1.57%,"57,436,715","40,966,955","16,469,759"
9,3711 日月光投控,613.00,+ 18.00,+3.03%,"22,115,749","7,805,313","14,310,435"
10,2449 京元電子,308.50,+ 28.00,+9.98%,"16,053,690","2,422,924","13,630,765"
11,4958 臻鼎-KY,642.00,+ 3.00,+0.47%,"34,577,366","22,829,518","11,747,848"
12,1301 台塑,51.70,+ 3.75,+7.82%,"9,689,626","886,147","8,803,478"
13,2409 友達,28.15,+ 1.90,+7.24%,"22,785,902","14,341,012","8,444,890"
14,3665 貿聯-KY,"2,100.00",+ 10.00,+0.48%,"14,737,787","6,761,155","7,976,632"
15,1303 南亞,139.00,+ 12.50,+9.88%,"18,641,717","11,390,323","7,251,394"
16,6239 力成,363.50,+ 18.50,+5.36%,"22,146,406","14,914,598","7,231,807"
17,2317 鴻海,268.50,-3.50,-1.29%,"18,605,623","11,510,771","7,094,851"
18,3443 創意,"4,860.00",-215.00,-4.24%,"23,249,958","16,378,580","6,871,377"
19,7769 鴻勁,"6,975.00",-355.00,-4.84%,"10,195,362","3,470,897","6,724,465"
20,2002 中鋼,19.10,+ 0.35,+1.87%,"7,393,736","838,270","6,555,465"
21,6116 彩晶,18.80,+ 0.55,+3.01%,"6,821,321","571,425","6,249,895"
22,6919 康霈*,109.00,+ 9.90,+9.99%,"5,809,502","484,091","5,325,411"
23,8150 南茂,104.00,+ 9.10,+9.59%,"7,412,243","2,581,363","4,830,879"
24,6770 力積電,74.20,+ 4.00,+5.70%,"17,947,697","13,271,623","4,676,074"
25,00403A主動統一升級50,11.03,+ 0.28,+2.60%,"8,112,615","3,612,249","4,500,366"
26,2478 大毅,234.00,+ 6.50,+2.86%,"8,470,411","4,122,693","4,347,718"
27,3450 聯鈞,565.00,+ 51.00,+9.92%,"8,625,074","4,523,185","4,101,888"
28,1802 台玻,71.30,+ 2.00,+2.89%,"8,756,605","4,973,289","3,783,316"
29,2207 和泰車,482.00,+ 20.50,+4.44%,"4,223,660","445,033","3,778,627"
30,2357 華碩,789.00,-14.00,-1.74%,"6,315,668","2,655,091","3,660,576"
31,2345 智邦,"2,435.00",-60.00,-2.40%,"10,337,317","6,691,910","3,645,407"
32,6213 聯茂,280.00,+ 12.50,+4.67%,"6,307,460","2,787,042","3,520,418"
33,2890 永豐金,39.80,+ 3.45,+9.49%,"5,822,871","2,410,444","3,412,426"
34,3661 世芯-KY,"4,380.00",+ 60.00,+1.39%,"10,285,676","6,876,264","3,409,412"
35,00981A主動統一台股增長,31.50,+ 0.62,+2.01%,"7,653,496","4,325,812","3,327,683"
36,4904 遠傳,108.50,-1.00,-0.91%,"4,608,506","1,422,336","3,186,170"
37,7610 聯友金屬-創,"2,315.00",+ 210.00,+9.98%,"4,485,610","1,393,995","3,091,614"
38,6531 愛普*,"1,025.00",+ 92.00,+9.86%,"5,513,122","2,501,328","3,011,794"
39,8996 高力,"1,590.00",+ 75.00,+4.95%,"9,552,369","6,543,658","3,008,710"
40,6669 緯穎,"5,130.00",+ 50.00,+0.98%,"9,032,292","6,138,409","2,893,883"
41,2308 台達電,"2,150.00",-5.00,-0.23%,"27,891,157","25,185,827","2,705,330"
42,6257 矽格,235.00,+ 21.00,+9.81%,"3,956,426","1,255,742","2,700,683"
43,3037 欣興,968.00,-20.00,-2.02%,"20,530,868","17,925,592","2,605,276"
44,2337 旺宏,169.00,+ 7.50,+4.64%,"21,124,021","18,600,545","2,523,476"
45,2351 順德,195.00,+ 15.00,+8.33%,"2,594,168","311,821","2,282,347"
46,2472 立隆電,402.00,+ 36.50,+9.99%,"7,277,513","5,080,241","2,197,271"
47,3653 健策,"3,965.00",-25.00,-0.63%,"8,079,035","6,090,089","1,988,946"
48,2458 義隆,172.00,+ 15.50,+9.90%,"2,502,440","594,700","1,907,739"
49,2886 兆豐金,45.50,+ 0.40,+0.89%,"3,313,366","1,493,763","1,819,602"
50,2426 鼎元,81.80,+ 7.40,+9.95%,"3,167,910","1,404,058","1,763,852"
