Rank,Stock,Price,Change,ChangePercent,NetSell
1,3481 群創,56.20,+ 0.10,+0.18%,"-208,585"
2,00981A主動統一台股增長,31.33,-0.37,-1.17%,"-65,843"
3,2883 凱基金,23.40,+ 0.75,+3.31%,"-62,749"
4,2887 台新新光金,26.10,+ 1.50,+6.10%,"-51,522"
5,2880 華南金,34.05,+ 1.20,+3.65%,"-47,653"
6,1802 台玻,71.00,-3.80,-5.08%,"-47,090"
7,2618 長榮航,37.25,-0.45,-1.19%,"-38,332"
8,00919 群益台灣精選高息,30.30,+ 0.30,+1.00%,"-35,459"
9,0050 元大台灣50,105.70,+ 0.20,+0.19%,"-33,890"
10,00991A主動復華未來50,19.81,-0.14,-0.70%,"-28,158"
11,2002 中鋼,18.95,-0.15,-0.79%,"-27,916"
12,009820元大納斯達克精選,10.84,+ 0.15,+1.40%,"-23,921"
13,00990A主動元大AI新經濟,20.17,-0.03,-0.15%,"-19,599"
14,00403A主動統一升級50,10.70,-0.12,-1.11%,"-14,820"
15,2382 廣達,400.50,+ 28.00,+7.52%,"-14,582"
16,00982A主動群益台灣強棒,23.83,-0.52,-2.14%,"-14,233"
17,2356 英業達,80.60,+ 3.40,+4.40%,"-13,234"
18,2313 華通,270.50,-8.50,-3.05%,"-11,985"
19,2105 正新,34.00,+ 1.00,+3.03%,"-11,345"
20,1504 東元,75.50,-3.20,-4.07%,"-11,279"
21,2801 彰銀,20.60,+ 0.15,+0.73%,"-11,073"
22,6282 康舒,63.00,-2.80,-4.26%,"-10,759"
23,1216 統一,74.20,+ 0.50,+0.68%,"-10,590"
24,00992A主動群益科技創新,18.14,-0.43,-2.32%,"-10,226"
25,0052 富邦科技,62.70,+ 0.65,+1.05%,"-10,072"
26,9105 泰金寶-DR,10.50,+ 0.82,+8.47%,"-10,001"
27,1717 長興,78.70,-2.80,-3.44%,"-9,497"
28,4938 和碩,97.80,+ 6.60,+7.24%,"-9,197"
29,2347 聯強,91.50,+ 5.00,+5.78%,"-8,692"
30,2855 統一證,49.45,+ 1.25,+2.59%,"-8,664"
31,00940 元大台灣價值高息,12.49,+ 0.22,+1.79%,"-8,461"
32,2542 興富發,42.45,-0.15,-0.35%,"-7,909"
33,2603 長榮,231.00,+ 7.00,+3.13%,"-7,856"
34,2891 中信金,64.10,+ 2.00,+3.22%,"-7,510"
35,6213 聯茂,273.00,-22.00,-7.46%,"-7,246"
36,00935 野村臺灣新科技50,62.00,-0.40,-0.64%,"-6,963"
37,2886 兆豐金,41.70,+ 0.25,+0.60%,"-6,836"
38,009816凱基台灣TOP50,15.43,+ 0.03,+0.19%,"-5,913"
39,1210 大成,52.80,+ 0.30,+0.57%,"-5,477"
40,2208 台船,17.95,-0.35,-1.91%,"-5,427"
41,00994A主動第一金台股優,18.34,-0.31,-1.66%,"-5,389"
42,2331 精英,25.60,+ 1.20,+4.92%,"-5,074"
43,00922 國泰台灣領袖50,40.10,-0.01,-0.02%,"-5,062"
44,00631L元大台灣50正2,37.91,+ 0.13,+0.34%,"-5,016"
45,2912 統一超,233.00,+ 5.50,+2.42%,"-4,934"
46,2328 廣宇,61.70,+ 0.70,+1.15%,"-4,903"
47,2412 中華電,142.00,+ 1.50,+1.07%,"-4,824"
48,3715 定穎投控,173.50,-8.50,-4.67%,"-4,624"
49,4540 全球傳動,77.30,+ 1.90,+2.52%,"-4,616"
50,00929 復華台灣科技優息,30.94,+ 0.14,+0.45%,"-4,489"
