Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2002 中鋼,19.75,0.00,0.00%,"123,728"
2,6770 力積電,73.70,+ 6.70,+10.00%,"97,320"
3,1605 華新,40.00,+ 1.70,+4.44%,"87,525"
4,00403A主動統一升級50,10.10,+ 0.16,+1.61%,"58,577"
5,2324 仁寶,39.90,+ 3.60,+9.92%,"44,868"
6,1402 遠東新,27.55,+ 0.25,+0.92%,"41,906"
7,8112 至上,96.90,-3.10,-3.10%,"38,123"
8,1216 統一,76.30,+ 0.40,+0.53%,"36,987"
9,0056 元大高股息,52.70,+ 0.40,+0.76%,"35,992"
10,00981A主動統一台股增長,29.34,+ 0.61,+2.12%,"35,870"
11,3231 緯創,193.50,+ 2.50,+1.31%,"35,290"
12,2356 英業達,69.00,+ 3.90,+5.99%,"33,806"
13,2408 南亞科,482.50,-6.50,-1.33%,"33,109"
14,00988A主動統一全球創新,16.76,+ 0.21,+1.27%,"32,665"
15,2317 鴻海,270.00,+ 7.00,+2.66%,"30,785"
16,1717 長興,78.60,+ 6.70,+9.32%,"24,754"
17,2887 台新新光金,35.65,+ 0.10,+0.28%,"23,831"
18,009821野村稀土關鍵資源,15.05,-0.02,-0.13%,"22,727"
19,2354 鴻準,63.00,+ 0.30,+0.48%,"22,086"
20,00631L元大台灣50正2,35.45,+ 0.58,+1.66%,"21,320"
21,2353 宏碁,31.75,+ 0.70,+2.25%,"19,242"
22,2303 聯電,123.00,0.00,0.00%,"19,047"
23,2618 長榮航,42.15,+ 0.40,+0.96%,"18,365"
24,2337 旺宏,136.50,+ 4.00,+3.02%,"17,804"
25,2609 陽明,51.70,-0.30,-0.58%,"17,741"
26,2891 中信金,66.60,-0.20,-0.30%,"17,389"
27,1608 華榮,37.95,+ 1.50,+4.12%,"17,167"
28,00400A主動國泰動能高息,14.36,+ 0.36,+2.57%,"16,650"
29,00407A主動凱基台灣,9.66,+ 0.11,+1.15%,"16,122"
30,2603 長榮,214.50,-3.50,-1.61%,"15,650"
31,2615 萬海,87.10,0.00,0.00%,"14,885"
32,00919 群益台灣精選高息,30.19,+ 0.07,+0.23%,"14,800"
33,2890 永豐金,39.85,+ 0.80,+2.05%,"14,781"
34,6213 聯茂,464.00,+ 12.00,+2.65%,"14,041"
35,2103 台橡,27.35,-1.30,-4.54%,"13,916"
36,4763 材料*-KY,52.60,+ 1.00,+1.94%,"13,568"
37,00990A主動元大AI新經濟,15.90,+ 0.02,+0.13%,"13,534"
38,0050 元大台灣50,105.20,+ 0.60,+0.57%,"13,230"
39,1718 中纖,11.20,+ 1.00,+9.80%,"12,436"
40,2377 微星,169.00,+ 15.00,+9.74%,"11,448"
41,9921 巨大,109.00,-2.50,-2.24%,"11,072"
42,2464 盟立,196.50,+ 9.00,+4.80%,"11,055"
43,1904 正隆,25.15,+ 0.65,+2.65%,"10,695"
44,1101 台泥,24.45,-0.20,-0.81%,"10,134"
45,00999A主動野村臺灣高息,11.19,+ 0.13,+1.18%,"10,079"
46,2312 金寶,33.50,+ 0.65,+1.98%,"9,693"
47,2882 國泰金,99.70,+ 0.10,+0.10%,"9,535"
48,2014 中鴻,17.45,-0.20,-1.13%,"9,065"
49,2885 元大金,68.60,+ 0.20,+0.29%,"8,802"
50,00992A主動群益科技創新,17.29,+ 0.33,+1.95%,"8,535"
