Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2337 旺宏,99.70,+ 9.00,+9.92%,"12,839,919","29,707,671","-16,867,751"
2,2330 台積電,"1,940.00",+ 90.00,+4.86%,"75,243,103","87,458,820","-12,215,717"
3,3665 貿聯-KY,"1,655.00",+ 90.00,+5.75%,"6,056,448","13,892,187","-7,835,738"
4,2313 華通,204.00,+ 13.00,+6.81%,"11,357,004","15,782,694","-4,425,690"
5,3481 群創,30.30,+ 2.75,+9.98%,"33,592,097","37,384,007","-3,791,909"
6,2485 兆赫,55.30,+ 5.00,+9.94%,"4,352,482","7,581,889","-3,229,407"
7,2408 南亞科,254.00,+ 23.00,+9.96%,"22,598,240","25,826,218","-3,227,978"
8,2317 鴻海,219.00,+ 9.50,+4.53%,"11,869,345","14,721,492","-2,852,147"
9,3711 日月光投控,345.50,+ 10.00,+2.98%,"5,853,063","8,517,467","-2,664,404"
10,3450 聯鈞,272.50,+ 24.50,+9.88%,"4,549,980","6,929,302","-2,379,322"
11,2368 金像電,898.00,+ 81.00,+9.91%,"8,862,793","11,007,111","-2,144,317"
12,00715L期街口布蘭特正2,39.13,-5.67,-12.66%,"3,036,394","5,005,894","-1,969,500"
13,8039 台虹,116.50,+ 10.50,+9.91%,"1,305,990","3,135,975","-1,829,984"
14,2404 漢唐,"1,085.00",+ 45.00,+4.33%,"2,564,973","4,363,781","-1,798,808"
15,2345 智邦,"1,485.00",+ 50.00,+3.48%,"6,256,262","7,672,020","-1,415,757"
16,00919 群益台灣精選高息,23.79,+ 0.55,+2.37%,"2,711,435","4,106,003","-1,394,568"
17,0050 元大台灣50,78.20,+ 3.00,+3.99%,"11,785,499","13,134,447","-1,348,947"
18,2891 中信金,51.20,0.00,0.00%,"1,357,369","2,682,266","-1,324,896"
19,2609 陽明,60.90,+ 0.90,+1.50%,"1,813,728","3,131,395","-1,317,666"
20,3017 奇鋐,"1,860.00",+ 165.00,+9.73%,"9,859,306","11,174,860","-1,315,554"
21,2395 研華,346.00,+ 0.50,+0.14%,"1,243,258","2,452,822","-1,209,563"
22,00642U期元大S＆P石油,22.20,-1.15,-4.93%,"1,254,495","2,458,259","-1,203,764"
23,2360 致茂,"1,495.00",+ 135.00,+9.93%,"2,581,212","3,773,153","-1,191,940"
24,2426 鼎元,28.10,+ 2.55,+9.98%,"362,391","1,478,049","-1,115,658"
25,2303 聯電,62.20,+ 1.80,+2.98%,"3,487,303","4,560,867","-1,073,564"
26,0052 富邦科技,46.46,+ 1.90,+4.26%,"2,379,233","3,424,583","-1,045,350"
27,2603 長榮,210.00,+ 4.50,+2.19%,"3,852,313","4,844,693","-992,379"
28,1301 台塑,47.15,+ 0.65,+1.40%,"1,056,255","2,006,403","-950,147"
29,1314 中石化,8.49,-0.47,-5.25%,"864,043","1,813,858","-949,815"
30,2301 光寶科,159.00,+ 4.00,+2.58%,"1,931,735","2,851,322","-919,586"
31,1582 信錦,87.50,+ 1.60,+1.86%,"587,723","1,438,251","-850,528"
32,8046 南電,470.50,+ 42.50,+9.93%,"806,431","1,641,027","-834,596"
33,00981A主動統一台股增長,20.05,+ 1.05,+5.53%,"2,857,851","3,684,147","-826,295"
34,009816凱基台灣TOP50,10.94,+ 0.42,+3.99%,"1,993,691","2,810,566","-816,875"
35,5269 祥碩,"1,260.00",+ 40.00,+3.28%,"1,427,552","2,155,247","-727,695"
36,00738U期元大道瓊白銀,71.80,-0.50,-0.69%,"659,680","1,284,248","-624,568"
37,3563 牧德,633.00,+ 57.00,+9.90%,"1,028,784","1,633,656","-604,871"
38,2379 瑞昱,474.00,+ 14.00,+3.04%,"1,965,667","2,544,442","-578,774"
39,2327 國巨*,264.50,+ 6.00,+2.32%,"5,024,701","5,578,365","-553,663"
40,2882 國泰金,71.80,+ 0.70,+0.98%,"746,115","1,299,213","-553,097"
41,2887 台新新光金,24.35,+ 0.05,+0.21%,"1,088,967","1,600,471","-511,504"
42,00673R期元大S＆P原油反1,19.90,+ 1.27,+6.82%,"468,174","977,551","-509,377"
43,3036 文曄,231.50,+ 9.50,+4.28%,"4,370,849","4,859,946","-489,097"
44,2449 京元電子,306.00,+ 13.00,+4.44%,"7,144,190","7,630,774","-486,584"
45,6442 光聖,"1,810.00",+ 105.00,+6.16%,"1,691,527","2,170,330","-478,802"
46,4958 臻鼎-KY,174.50,+ 6.50,+3.87%,"1,944,846","2,417,690","-472,844"
47,4764 雙鍵,149.00,+ 13.50,+9.96%,"591,538","1,034,863","-443,325"
48,5871 中租-KY,103.50,-0.50,-0.48%,"444,151","856,170","-412,018"
49,00891 中信關鍵半導體,24.41,+ 1.04,+4.45%,"427,675","831,539","-403,863"
50,6443 元晶,52.30,+ 4.70,+9.87%,"7,512,646","7,915,661","-403,014"
