Date,Ranking,StockCode,StockName,Side,Position,BrokerName,BrokerID,BranchID,Buy,Sell,Net,SharePercent
20260108,10,3715,定穎投控,Sell,10,元大-木柵,9800,003900380033004d,140,364,224,0.34
20260108,10,3715,定穎投控,Sell,11,第一金,5380,5380,62,280,218,0.33
20260108,10,3715,定穎投控,Sell,12,元大-中壢,9800,9834,264,477,213,0.32
20260108,10,3715,定穎投控,Sell,13,台新-緯城,9B00,0039004200320041,32,245,213,0.32
20260108,10,3715,定穎投控,Sell,14,台新-高雄,9B00,0039004200310067,103,309,206,0.31
20260108,10,3715,定穎投控,Sell,15,富邦-陽明,9600,9604,70,247,177,0.27
20260108,11,6443,元晶,Buy,1,元大證券,9800,9800,13898,5015,8883,12.45
20260108,11,6443,元晶,Buy,2,摩根大通,8440,8440,2514,250,2264,3.17
20260108,11,6443,元晶,Buy,3,美商高盛,1480,1480,2578,1123,1455,2.04
20260108,11,6443,元晶,Buy,4,富邦證券,9600,9600,11991,10597,1394,1.95
20260108,11,6443,元晶,Buy,5,新加坡商瑞銀,1650,1650,1458,101,1357,1.9
20260108,11,6443,元晶,Buy,6,元大-中崙,9800,9813,1096,16,1080,1.51
20260108,11,6443,元晶,Buy,7,統一,5850,5850,2191,1296,895,1.25
20260108,11,6443,元晶,Buy,8,元大-新竹,9800,9816,982,97,885,1.24
20260108,11,6443,元晶,Buy,9,凱基-敦北,9200,9237,1234,541,693,0.97
20260108,11,6443,元晶,Buy,10,元大-士林,9800,003900380031006a,710,41,669,0.94
20260108,11,6443,元晶,Buy,11,凱基-台北,9200,9268,2326,1829,497,0.7
20260108,11,6443,元晶,Buy,12,元大-竹科,9800,003900380030004b,1078,588,490,0.69
20260108,11,6443,元晶,Buy,13,統一-高雄,5850,5851,506,27,479,0.67
20260108,11,6443,元晶,Buy,14,美林,1440,1440,509,63,446,0.63
20260108,11,6443,元晶,Buy,15,元大-忠孝鼎富,9800,0039003800320046,1009,572,437,0.61
20260108,11,6443,元晶,Sell,1,凱基-信義,9200,9216,1010,2372,1362,1.91
20260108,11,6443,元晶,Sell,2,富邦-桃園,9600,9665,75,1365,1290,1.81
20260108,11,6443,元晶,Sell,3,永豐金-敦北,9A00,0039004100380039,385,1006,621,0.87
20260108,11,6443,元晶,Sell,4,台新-五權西,9B00,0039004200320035,15,525,510,0.72
20260108,11,6443,元晶,Sell,5,國票-台南,7790,0037003700390044,37,536,499,0.7
20260108,11,6443,元晶,Sell,6,國票證券,7790,7790,21,409,388,0.54
20260108,11,6443,元晶,Sell,7,國泰-敦南,8880,8888,768,1154,386,0.54
20260108,11,6443,元晶,Sell,8,富邦-南京,9600,0039003600310043,53,439,386,0.54
20260108,11,6443,元晶,Sell,9,元大-大雅,9800,0039003800330069,40,364,324,0.45
20260108,11,6443,元晶,Sell,10,台新-左楠,9B00,0039004200310064,52,269,217,0.3
20260108,11,6443,元晶,Sell,11,新光,8560,8560,134,339,205,0.29
20260108,11,6443,元晶,Sell,12,國票-台中,7790,0037003700390076,32,228,196,0.27
20260108,11,6443,元晶,Sell,13,富邦-台南,9600,9667,394,589,195,0.27
20260108,11,6443,元晶,Sell,14,元大-新盛,9800,9869,8,192,184,0.26
20260108,11,6443,元晶,Sell,15,華南永昌,9300,9300,33,209,176,0.25
20260108,12,1301,台塑,Buy,1,花旗環球,1590,1590,8907,4,8903,13.68
20260108,12,1301,台塑,Buy,2,新加坡商瑞銀,1650,1650,6532,1407,5125,7.87
20260108,12,1301,台塑,Buy,3,美商高盛,1480,1480,5974,3312,2662,4.09
20260108,12,1301,台塑,Buy,4,元大證券,9800,9800,6481,4067,2414,3.71
20260108,12,1301,台塑,Buy,5,摩根大通,8440,8440,1907,628,1279,1.97
20260108,12,1301,台塑,Buy,6,港商野村,1560,1560,1034,51,983,1.51
20260108,12,1301,台塑,Buy,7,台灣摩根士丹利,1470,1470,1677,802,875,1.34
20260108,12,1301,台塑,Buy,8,永豐金證券,9A00,0039004100300030,1196,442,754,1.16
20260108,12,1301,台塑,Buy,9,福邦證券,6480,6480,634,19,615,0.94
20260108,12,1301,台塑,Buy,10,台新-建北,9B00,0039004200310038,490,57,433,0.67
20260108,12,1301,台塑,Buy,11,大展,5050,5050,313,10,303,0.47
20260108,12,1301,台塑,Buy,12,法銀巴黎,8900,8900,197,0,197,0.3
20260108,12,1301,台塑,Buy,13,華南永昌-東勢,9300,9358,207,18,189,0.29
20260108,12,1301,台塑,Buy,14,新光,8560,8560,673,520,153,0.24
20260108,12,1301,台塑,Buy,15,港商麥格理,1360,1360,127,0,127,0.2
20260108,12,1301,台塑,Sell,1,國泰證券,8880,8880,117,2136,2019,3.1
20260108,12,1301,台塑,Sell,2,臺銀,1040,1040,121,1540,1419,2.18
20260108,12,1301,台塑,Sell,3,第一金,5380,5380,14,1131,1117,1.72
20260108,12,1301,台塑,Sell,4,凱基-台北,9200,9268,2033,3146,1113,1.71
20260108,12,1301,台塑,Sell,5,宏遠-館前,1260,0031003200360055,20,1031,1011,1.55
20260108,12,1301,台塑,Sell,6,兆豐證券,7000,7000,31,989,958,1.47
20260108,12,1301,台塑,Sell,7,兆豐-桃園,7000,003700300030004d,32,549,517,0.79
20260108,12,1301,台塑,Sell,8,台新-營業部,9B00,0039004200310037,396,891,495,0.76
20260108,12,1301,台塑,Sell,9,元大-雙和,9800,9874,96,404,308,0.47
20260108,12,1301,台塑,Sell,10,兆豐-內湖(停),7000,0037003000300071,0,304,304,0.47
20260108,12,1301,台塑,Sell,11,美林,1440,1440,574,877,303,0.47
