Date,Ranking,StockCode,StockName,Side,Position,BrokerName,BrokerID,BranchID,Buy,Sell,Net,SharePercent
20260106,1,6770,力積電,Buy,1,凱基-城中,9200,9227,14511,2336,12175,2.72
20260106,1,6770,力積電,Buy,2,國票-敦北法人,7790,0037003700390063,12246,100,12146,2.72
20260106,1,6770,力積電,Buy,3,凱基-台北,9200,9268,35816,23780,12036,2.69
20260106,1,6770,力積電,Buy,4,國票-安和,7790,003700370039005a,12743,979,11764,2.63
20260106,1,6770,力積電,Buy,5,統一,5850,5850,11767,2449,9318,2.08
20260106,1,6770,力積電,Buy,6,新加坡商瑞銀,1650,1650,18863,9858,9005,2.01
20260106,1,6770,力積電,Buy,7,群益金鼎,9100,9100,10463,1558,8905,1.99
20260106,1,6770,力積電,Buy,8,摩根大通,8440,8440,9973,2139,7834,1.75
20260106,1,6770,力積電,Buy,9,統一-城中,5850,5854,7155,752,6403,1.43
20260106,1,6770,力積電,Buy,10,富邦證券,9600,9600,12839,7566,5273,1.18
20260106,1,6770,力積電,Buy,11,台灣摩根士丹利,1470,1470,6740,1641,5099,1.14
20260106,1,6770,力積電,Buy,12,康和,8450,8450,3544,189,3355,0.75
20260106,1,6770,力積電,Buy,13,永豐金證券,9A00,0039004100300030,6593,4246,2347,0.52
20260106,1,6770,力積電,Buy,14,永豐金-敦北,9A00,0039004100380039,2717,631,2086,0.47
20260106,1,6770,力積電,Buy,15,元大-竹科,9800,003900380030004b,3781,1754,2027,0.45
20260106,1,6770,力積電,Sell,1,港商野村,1560,1560,1040,11907,10867,2.43
20260106,1,6770,力積電,Sell,2,美林,1440,1440,2529,7259,4730,1.06
20260106,1,6770,力積電,Sell,3,美商高盛,1480,1480,16831,20680,3849,0.86
20260106,1,6770,力積電,Sell,4,港商麥格理,1360,1360,0,3606,3606,0.81
20260106,1,6770,力積電,Sell,5,國泰-敦南,8880,8888,9062,11445,2383,0.53
20260106,1,6770,力積電,Sell,6,元大證券,9800,9800,29663,31434,1771,0.4
20260106,1,6770,力積電,Sell,7,凱基-桃園,9200,9208,354,1578,1224,0.27
20260106,1,6770,力積電,Sell,8,新光-台南,8560,8564,560,1652,1092,0.24
20260106,1,6770,力積電,Sell,9,凱基-員林,9200,9231,60,1057,997,0.22
