Date,Ranking,StockCode,StockName,Side,Position,BrokerName,BrokerID,BranchID,Buy,Sell,Net,SharePercent
20260105,1,00919,群益台灣精選高息,Buy,1,凱基-台北,9200,9268,58941,4148,54793,37.1
20260105,1,00919,群益台灣精選高息,Buy,2,新加坡商瑞銀,1650,1650,12597,0,12597,8.53
20260105,1,00919,群益台灣精選高息,Buy,3,群益金鼎,9100,9100,13624,1033,12591,8.53
20260105,1,00919,群益台灣精選高息,Buy,4,元大證券,9800,9800,12886,6660,6226,4.22
20260105,1,00919,群益台灣精選高息,Buy,5,統一,5850,5850,3732,517,3215,2.18
20260105,1,00919,群益台灣精選高息,Buy,6,美林,1440,1440,1742,1,1741,1.18
20260105,1,00919,群益台灣精選高息,Buy,7,台新-營業部,9B00,0039004200310037,2651,1373,1278,0.87
20260105,1,00919,群益台灣精選高息,Buy,8,國泰證券,8880,8880,1074,14,1060,0.72
20260105,1,00919,群益台灣精選高息,Buy,9,美商高盛,1480,1480,928,1,927,0.63
20260105,1,00919,群益台灣精選高息,Buy,10,凱基-高美館,9200,9215,745,161,584,0.4
20260105,1,00919,群益台灣精選高息,Buy,11,凱基,9200,9200,242,0,242,0.16
20260105,1,00919,群益台灣精選高息,Buy,12,元大-大安,9800,003900380033004e,207,24,183,0.12
20260105,1,00919,群益台灣精選高息,Buy,13,港商野村,1560,1560,131,0,131,0.09
20260105,1,00919,群益台灣精選高息,Buy,14,永興-台中,5600,5603,116,2,114,0.08
20260105,1,00919,群益台灣精選高息,Buy,15,凱基-興隆,9200,9289,113,14,99,0.07
20260105,1,00919,群益台灣精選高息,Sell,1,國泰-敦南,8880,8888,2380,6802,4422,2.99
20260105,1,00919,群益台灣精選高息,Sell,2,富邦證券,9600,9600,1932,4054,2122,1.44
20260105,1,00919,群益台灣精選高息,Sell,3,國泰-台中,8880,8882,381,2369,1988,1.35
20260105,1,00919,群益台灣精選高息,Sell,4,新光,8560,8560,270,2082,1812,1.23
20260105,1,00919,群益台灣精選高息,Sell,5,富邦-新竹,9600,9647,102,1497,1395,0.94
20260105,1,00919,群益台灣精選高息,Sell,6,中國信託,6160,6160,799,2166,1367,0.93
20260105,1,00919,群益台灣精選高息,Sell,7,國泰-館前,8880,0038003800380041,143,1429,1286,0.87
20260105,1,00919,群益台灣精選高息,Sell,8,新光-台中,8560,8561,89,1205,1116,0.76
20260105,1,00919,群益台灣精選高息,Sell,9,台新-宜蘭,9B00,0039004200320055,15,1079,1064,0.72
20260105,1,00919,群益台灣精選高息,Sell,10,富邦-台北,9600,9623,147,1152,1005,0.68
20260105,1,00919,群益台灣精選高息,Sell,11,富邦-板橋,9600,9655,146,1109,963,0.65
20260105,1,00919,群益台灣精選高息,Sell,12,元大-斗信,9800,9884,31,802,771,0.52
20260105,1,00919,群益台灣精選高息,Sell,13,台新-高雄,9B00,0039004200310067,210,926,716,0.48
20260105,1,00919,群益台灣精選高息,Sell,14,國泰-桃園,8880,8885,193,889,696,0.47
20260105,1,00919,群益台灣精選高息,Sell,15,國泰-板橋,8880,003800380038004b,390,1084,694,0.47
20260105,2,00878,國泰永續高股息,Buy,1,凱基-台北,9200,9268,57059,1964,55095,42.12
20260105,2,00878,國泰永續高股息,Buy,2,群益金鼎,9100,9100,14632,712,13920,10.64
20260105,2,00878,國泰永續高股息,Buy,3,元大證券,9800,9800,13920,7017,6903,5.28
20260105,2,00878,國泰永續高股息,Buy,4,統一,5850,5850,5554,47,5507,4.21
20260105,2,00878,國泰永續高股息,Buy,5,台新-台北,9B00,0039004200320030,5288,28,5260,4.02
20260105,2,00878,國泰永續高股息,Buy,6,國泰證券,8880,8880,2976,133,2843,2.17
20260105,2,00878,國泰永續高股息,Buy,7,台新-營業部,9B00,0039004200310037,3403,1381,2022,1.55
20260105,2,00878,國泰永續高股息,Buy,8,國票證券,7790,7790,1700,41,1659,1.27
20260105,2,00878,國泰永續高股息,Buy,9,中國信託,6160,6160,2187,1087,1100,0.84
20260105,2,00878,國泰永續高股息,Buy,10,永豐金證券,9A00,0039004100300030,2844,1885,959,0.73
20260105,2,00878,國泰永續高股息,Buy,11,凱基,9200,9200,607,20,587,0.45
20260105,2,00878,國泰永續高股息,Buy,12,凱基-中山,9200,9229,310,60,250,0.19
20260105,2,00878,國泰永續高股息,Buy,13,新加坡商瑞銀,1650,1650,300,83,217,0.17
20260105,2,00878,國泰永續高股息,Buy,14,合庫-新竹,1020,0031003000320041,217,10,207,0.16
20260105,2,00878,國泰永續高股息,Buy,15,日進,5660,5660,297,100,197,0.15
20260105,2,00878,國泰永續高股息,Sell,1,臺銀,1040,1040,55,9370,9315,7.12
20260105,2,00878,國泰永續高股息,Sell,2,國泰-敦南,8880,8888,1285,9713,8428,6.44
20260105,2,00878,國泰永續高股息,Sell,3,國泰-台中,8880,8882,367,1899,1532,1.17
20260105,2,00878,國泰永續高股息,Sell,4,國泰-板橋,8880,003800380038004b,120,1517,1397,1.07
20260105,2,00878,國泰永續高股息,Sell,5,國泰-桃園,8880,8885,80,1156,1076,0.82
20260105,2,00878,國泰永續高股息,Sell,6,國泰-館前,8880,0038003800380041,141,1186,1045,0.8
20260105,2,00878,國泰永續高股息,Sell,7,新光,8560,8560,178,1068,890,0.68
20260105,2,00878,國泰永續高股息,Sell,8,玉山證券,8840,8840,309,1015,706,0.54
20260105,2,00878,國泰永續高股息,Sell,9,國泰-台南,8880,8884,62,728,666,0.51
20260105,2,00878,國泰永續高股息,Sell,10,國泰-新莊,8880,8886,153,796,643,0.49
20260105,2,00878,國泰永續高股息,Sell,11,臺銀-臺中,1040,0031003000340041,44,641,597,0.46
20260105,2,00878,國泰永續高股息,Sell,12,富邦-板橋,9600,9655,96,689,593,0.45
20260105,2,00878,國泰永續高股息,Sell,13,富邦證券,9600,9600,2680,3209,529,0.4
20260105,2,00878,國泰永續高股息,Sell,14,臺銀-高雄,1040,0031003000340043,27,539,512,0.39
