Date,Ranking,StockCode,StockName,Side,Position,BrokerName,BrokerID,BranchID,Buy,Sell,Net,SharePercent
20260102,1,2344,華邦電,Buy,1,美商高盛,1480,1480,25104,8085,17019,4.1
20260102,1,2344,華邦電,Buy,2,凱基-台北,9200,9268,34433,20699,13734,3.31
20260102,1,2344,華邦電,Buy,3,新加坡商瑞銀,1650,1650,23817,10469,13348,3.22
20260102,1,2344,華邦電,Buy,4,元大證券,9800,9800,55824,44611,11213,2.7
20260102,1,2344,華邦電,Buy,5,統一,5850,5850,14807,5820,8987,2.17
20260102,1,2344,華邦電,Buy,6,富邦-新店,9600,9661,16547,9168,7379,1.78
20260102,1,2344,華邦電,Buy,7,港商野村,1560,1560,6920,49,6871,1.66
20260102,1,2344,華邦電,Buy,8,美林,1440,1440,6787,232,6555,1.58
20260102,1,2344,華邦電,Buy,9,摩根大通,8440,8440,10037,3934,6103,1.47
20260102,1,2344,華邦電,Buy,10,凱基-城中,9200,9227,5856,586,5270,1.27
20260102,1,2344,華邦電,Buy,11,國泰證券,8880,8880,4697,375,4322,1.04
20260102,1,2344,華邦電,Buy,12,國票-敦北法人,7790,0037003700390063,5337,2107,3230,0.78
20260102,1,2344,華邦電,Buy,13,台灣摩根士丹利,1470,1470,4512,1521,2991,0.72
20260102,1,2344,華邦電,Buy,14,富邦證券,9600,9600,11150,8437,2713,0.65
20260102,1,2344,華邦電,Buy,15,大和國泰,8890,8890,2042,0,2042,0.49
20260102,1,2344,華邦電,Sell,1,國泰-敦南,8880,8888,8073,12694,4621,1.11
20260102,1,2344,華邦電,Sell,2,康和,8450,8450,5120,7206,2086,0.5
20260102,1,2344,華邦電,Sell,3,元大-員林,9800,9889,185,1667,1482,0.36
20260102,1,2344,華邦電,Sell,4,群益金鼎-台南,9100,9185,123,1587,1464,0.35
20260102,1,2344,華邦電,Sell,5,新光,8560,8560,2474,3863,1389,0.33
20260102,1,2344,華邦電,Sell,6,富邦-板橋,9600,9655,499,1749,1250,0.3
20260102,1,2344,華邦電,Sell,7,華南永昌,9300,9300,1059,2182,1123,0.27
20260102,1,2344,華邦電,Sell,8,國泰-台中,8880,8882,1722,2837,1115,0.27
20260102,1,2344,華邦電,Sell,9,兆豐-忠孝,7000,0037003000300061,78,1037,959,0.23
20260102,1,2344,華邦電,Sell,10,美好-富順,5260,003500320036004b,570,1470,900,0.22
20260102,1,2344,華邦電,Sell,11,台新-台中,9B00,0039004200310068,729,1552,823,0.2
20260102,1,2344,華邦電,Sell,12,國泰-板橋,8880,003800380038004b,1394,2164,770,0.19
20260102,1,2344,華邦電,Sell,13,合庫-高雄,1020,1023,185,944,759,0.18
20260102,1,2344,華邦電,Sell,14,台新-高雄,9B00,0039004200310067,758,1507,749,0.18
20260102,1,2344,華邦電,Sell,15,國泰-高雄,8880,8881,795,1535,740,0.18
20260102,2,6770,力積電,Buy,1,美商高盛,1480,1480,40394,10507,29887,8.47
20260102,2,6770,力積電,Buy,2,新加坡商瑞銀,1650,1650,33425,11101,22324,6.33
20260102,2,6770,力積電,Buy,3,摩根大通,8440,8440,18750,1837,16913,4.79
20260102,2,6770,力積電,Buy,4,台灣摩根士丹利,1470,1470,11447,1956,9491,2.69
20260102,2,6770,力積電,Buy,5,凱基-台北,9200,9268,22024,12569,9455,2.68
20260102,2,6770,力積電,Buy,6,港商野村,1560,1560,6325,0,6325,1.79
20260102,2,6770,力積電,Buy,7,美林,1440,1440,4959,629,4330,1.23
20260102,2,6770,力積電,Buy,8,永豐金證券,9A00,0039004100300030,4775,2742,2033,0.58
20260102,2,6770,力積電,Buy,9,統一,5850,5850,2256,623,1633,0.46
20260102,2,6770,力積電,Buy,10,台新-文心,9B00,003900420032007a,1969,389,1580,0.45
20260102,2,6770,力積電,Buy,11,元大證券,9800,9800,18680,17123,1557,0.44
20260102,2,6770,力積電,Buy,12,台新-營業部,9B00,0039004200310037,3868,2370,1498,0.42
20260102,2,6770,力積電,Buy,13,國票-南崁,7790,0037003700390045,1691,494,1197,0.34
20260102,2,6770,力積電,Buy,14,台新-松江,9B00,0039004200310035,1340,149,1191,0.34
20260102,2,6770,力積電,Buy,15,玉山證券,8840,8840,1890,882,1008,0.29
20260102,2,6770,力積電,Sell,1,國泰-敦南,8880,8888,6654,11541,4887,1.38
20260102,2,6770,力積電,Sell,2,富邦-永和,9600,9654,274,3198,2924,0.83
20260102,2,6770,力積電,Sell,3,富邦證券,9600,9600,2076,4741,2665,0.76
20260102,2,6770,力積電,Sell,4,台新-台北,9B00,0039004200320030,1146,3508,2362,0.67
