Date,Ranking,StockCode,StockName,Side,Position,BrokerName,BrokerID,BranchID,Buy,Sell,Net,SharePercent
20260107,1,00919,群益台灣精選高息,Buy,1,凱基-台北,9200,9268,84550,4264,80286,43.92
20260107,1,00919,群益台灣精選高息,Buy,2,群益金鼎,9100,9100,23288,151,23137,12.66
20260107,1,00919,群益台灣精選高息,Buy,3,美商高盛,1480,1480,20569,3515,17054,9.33
20260107,1,00919,群益台灣精選高息,Buy,4,富邦證券,9600,9600,7827,183,7644,4.18
20260107,1,00919,群益台灣精選高息,Buy,5,元大證券,9800,9800,11901,6492,5409,2.96
20260107,1,00919,群益台灣精選高息,Buy,6,中國信託,6160,6160,3670,1049,2621,1.43
20260107,1,00919,群益台灣精選高息,Buy,7,國泰證券,8880,8880,1866,14,1852,1.01
20260107,1,00919,群益台灣精選高息,Buy,8,台新-營業部,9B00,0039004200310037,3278,1896,1382,0.76
20260107,1,00919,群益台灣精選高息,Buy,9,統一,5850,5850,1008,149,859,0.47
20260107,1,00919,群益台灣精選高息,Buy,10,群益金鼎-敦南,9100,9101,499,48,451,0.25
20260107,1,00919,群益台灣精選高息,Buy,11,富邦-竹北,9600,9624,514,118,396,0.22
20260107,1,00919,群益台灣精選高息,Buy,12,港商野村,1560,1560,249,0,249,0.14
20260107,1,00919,群益台灣精選高息,Buy,13,台新-左楠,9B00,0039004200310064,318,228,90,0.05
20260107,1,00919,群益台灣精選高息,Buy,14,凱基-高雄,9200,9206,131,48,83,0.05
20260107,1,00919,群益台灣精選高息,Buy,15,統一-仁愛,5850,0035003800350063,108,28,80,0.04
20260107,1,00919,群益台灣精選高息,Sell,1,臺銀,1040,1040,37,20470,20433,11.18
20260107,1,00919,群益台灣精選高息,Sell,2,國泰-敦南,8880,8888,656,9324,8668,4.74
20260107,1,00919,群益台灣精選高息,Sell,3,永豐金證券,9A00,0039004100300030,295,1994,1699,0.93
20260107,1,00919,群益台灣精選高息,Sell,4,國泰-板橋,8880,003800380038004b,211,1461,1250,0.68
20260107,1,00919,群益台灣精選高息,Sell,5,國泰-台中,8880,8882,142,1327,1185,0.65
20260107,1,00919,群益台灣精選高息,Sell,6,國泰-高雄,8880,8881,114,1200,1086,0.59
20260107,1,00919,群益台灣精選高息,Sell,7,凱基-市府,9200,0039003200300044,12,1073,1061,0.58
20260107,1,00919,群益台灣精選高息,Sell,8,新光,8560,8560,301,1359,1058,0.58
20260107,1,00919,群益台灣精選高息,Sell,9,國泰-館前,8880,0038003800380041,212,1241,1029,0.56
20260107,1,00919,群益台灣精選高息,Sell,10,國泰-桃園,8880,8885,46,971,925,0.51
20260107,1,00919,群益台灣精選高息,Sell,11,玉山-嘉義,8840,8848,11,907,896,0.49
20260107,1,00919,群益台灣精選高息,Sell,12,台新-台南,9B00,0039004200310036,13,893,880,0.48
20260107,1,00919,群益台灣精選高息,Sell,13,元大-新竹經國,9800,9859,18,871,853,0.47
20260107,1,00919,群益台灣精選高息,Sell,14,富邦-新店,9600,9661,49,894,845,0.46
20260107,1,00919,群益台灣精選高息,Sell,15,玉山證券,8840,8840,35,861,826,0.45
20260107,2,2303,聯電,Buy,1,富邦證券,9600,9600,16542,4335,12207,5.25
20260107,2,2303,聯電,Buy,2,摩根大通,8440,8440,11999,399,11600,4.99
