日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260914,自營商,159093,89231,179343222,905001,149302,84926,180186448,839951,9791,4305,-843226,65050,144884,63162,110170162,1411232,422866,48290,299884305,1251393,-277982,14872,-189714143,159839
20260914,投信,41125,0,351935376,0,42954,820,355214006,51699,-1829,-820,-3278630,-51699,91425,2,730617648,91,3547,5977,29121690,226866,87878,-5975,701495958,-226775
20260914,外資及陸資,829400,83617,1463471823,1031175,802423,82121,1425383270,983558,26977,1496,38088553,47617,244269,16657,276178465,391649,766961,19518,1250644278,651789,-522692,-2861,-974465813,-260140
