日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260824,自營商,51590,65052,58747920,630871,59037,65384,55143043,631617,-7447,-332,3604877,-746,98096,37241,86052925,1237487,327589,34876,253680555,1071166,-229493,2365,-167627630,166321
20260824,投信,124,0,1111804,0,636,620,5676218,30468,-512,-620,-4564414,-30468,93758,6,727614162,330,3821,3911,31142584,193742,89937,-3905,696471578,-193412
20260824,外資及陸資,499383,67780,772189944,786794,515471,68569,782393470,790107,-16088,-789,-10203526,-3313,181017,9336,206932304,388431,658405,13192,1142579900,609778,-477388,-3856,-935647596,-221347
